BusinessId,AvgFromJason,AvgFromReviews,AvgPredictedByCategories,ReviewCnt
u8pEX4RqsRf93F7X90Pz3w,2.5,2.3333333333333335,4.018716577540107,3
BLHR4o5R4uTuRV0uY-COjg,4.5,4.714285714285714,4.622702779884182,7
X3icXUyW9vS4UXY6V_MR4w,4.5,4.6455696202531644,4.013636439783526,82
kmiYqdQYJ5JmQQHgFdHCug,2.5,2.3333333333333335,3.697174709867549,3
daRU7H7lpbJ2xe3AO-21Aw,2.0,1.7692307692307692,3.724613686534216,13
T-FM14EE1tt-94eONQEaVA,2.5,2.6666666666666665,3.7358959792968505,3
PEFUYmqfqy93_xyCnSfGNg,5.0,4.75,3.766723,8
5x3aA0DSo8nqU13IZyH79A,4.0,3.8085106382978724,4.004912351596162,50
_sppJb0durssEnD1fs94mw,2.5,2.25,3.700164714846793,4
NLwjvGh628IcuGGPpqirNg,3.0,2.857142857142857,3.766723,7
9AbyBqGWHYZC73GlyAuTrQ,4.5,4.26605504587156,3.7980363177841183,110
kOI3EF9rjzI-_SWnysFFPw,3.5,3.6666666666666665,3.766723,3
NcF7tZHe3p5wgQCKfHzhSw,4.0,3.75,3.766723,4
dJvUc4ViWEJ0NJfQtYo7xg,3.5,3.306122448979592,3.8726060084823457,50
_w2wIsBh-1M1ZCed2KjLlw,3.0,3.1724137931034484,3.816756108177649,31
YXp62JdXJDzX0EuRv_zgMQ,4.5,4.527272727272727,3.766723,55
rncjoVoEFUJGCUoC1JgnUA,5.0,5.0,4.714285714285714,3
-SxeUGqnKy8YiEV5YA42Jw,3.5,3.2857142857142856,3.9705287975749406,8
7Vqrh77SOYwZ3_AOK-TTiQ,4.5,4.25,3.71615298828008,4
c0eHRit6jUbuFwIZUZsuBQ,5.0,5.0,4.035423019368123,3
qC5Uv1j4id7MPM-8YrjW6Q,4.0,4.055555555555555,4.0497311827957,18
Ihd5lEko1ctb71UsOWZuuQ,1.5,1.4,3.769955055011918,5
FRT-kdKefurxLzcsW2JNhw,3.5,3.6666666666666665,3.766723,3
i3ycWEmmDivp5TEnx20wVA,5.0,5.0,3.9705287975749406,3
4yrf5wPxntzJt5Iz-96OEA,4.5,4.666666666666667,4.049312853678254,9
7XulXhz9PN2ctxtv0B0b7Q,4.0,4.0,3.766723,7
MLkcik_rEYW_CtyrL3yhUg,3.5,3.466666666666667,3.9972576275880423,15
e9JhcYEgNbRL8i8CTdQO2w,4.5,4.3076923076923075,3.50875796178344,54
YJHzVmS326nb6kbfLmZnGg,2.5,2.25,3.766723,4
i0sMoNwiNAo1--AsZJ3Nlw,4.0,4.076923076923077,3.816756108177649,13
Y34FJbdf6DuRAJ0k12yPnQ,4.0,3.75,3.766723,4
XzIskorQEAOkCFvVPxJtLQ,3.0,2.8,3.9705287975749406,10
DUF5XeGsqpIT9whspDOJYg,3.5,3.3333333333333335,3.766723,3
Gw8DsQQCO5m1hggXqwynFg,3.0,3.142857142857143,3.7976340818796777,21
BFNxp4o6gJEO5PjD13PFKw,3.5,3.6875,3.8110457427178215,32
U05b7D600JDVo4DJj_WGhQ,1.5,1.5,3.9180473326561156,4
Rx9WPIaYCBquFBC563RjYg,2.5,2.4,3.7358959792968505,5
hRkd5-YXmdxH1Twn-FfWPQ,2.0,2.0,3.766723,3
pvELwHgzAqj9aewOVDiHCA,4.5,4.384615384615385,3.9621415145535255,13
8TGUK7LD3M-vLWml-jLb0w,3.5,3.3055555555555554,3.7358959792968505,37
BL-hmCkQp72zpdpa0Qpk3Q,3.0,3.0,3.8626472899663398,5
Abiw2tEM1GAWuMeJxGdFlw,5.0,5.0,3.766723,4
GQck1WKEOYjgQReVLeCTHQ,4.0,4.0,3.769955055011918,4
_tULIKll0EQsIAnPnxaoLg,2.5,2.4,3.769955055011918,5
f6758KqcaSUKSjbjXKlniA,5.0,5.0,3.766723,5
lUoiT_fR73R8eMiiIcqMLA,4.0,4.153846153846154,3.724613686534216,13
863nEWkPZ7uD-ZRTmmJokw,3.5,3.66,3.8186229636652804,50
U5F3-Z44SZiqHjka3-kYnw,4.5,4.333333333333333,4.72189349112426,4
a4o4Y8GXH7wRKXOkPP_6TA,3.0,2.8,3.6563817044087403,15
KRqtYdnDpwqYfWkFhZYjow,3.0,2.95,3.7358959792968505,20
m9jxyEihvVzCzw6k1hrOow,5.0,5.0,3.766723,3
xqhvLIxkCuV5jAmNkpsyBg,3.0,3.142857142857143,3.724613686534216,7
3dOUEmJjFfb8iW0H-kbEzQ,4.0,3.95,3.766723,20
HC5ibF-Q5RRtUfPneZFQ6Q,4.5,4.619047619047619,3.766723,21
mhLN_oiJd7zq6eaOS1Nw1A,4.0,4.247311827956989,3.754845792909162,93
beZVUfO1d2fS0wG8Alrvhg,4.0,4.0,3.8850629193202972,7
Cl0-KnG4yAb3IqcGM1-a5A,1.0,1.0,3.766723,3
ybrXM8JeI2x0brAFoEawuQ,3.5,3.6666666666666665,3.766723,3
s5wWB8QF2JAx0DxV8WrS9g,2.5,2.6666666666666665,3.766723,3
GJ7gPJGl0r-1jPhp2Qz8BA,4.0,4.0,3.766723,7
yFaf4-3_zEac5AUC84Vlcg,2.5,2.6666666666666665,3.766723,3
bVRoCoXu2jIyqbZRT_isWw,1.5,1.4,3.766723,5
9ggd0DySEZNw990JGaFSQQ,3.5,3.4857142857142858,3.50875796178344,36
IVv4Lr5_OXuezqe9vct8_g,3.5,3.25,3.766723,4
JwjDSrMrKmHUXYqoIvTgUA,4.0,4.222222222222222,3.7106454038591514,9
TcB2FSAwS5jeumxy99EvHQ,3.0,3.2,3.766723,6
tEIq3EziYzJSGTlYGuZvZw,1.5,1.6666666666666667,3.766723,3
7Wm-Y8btLXBqMQsQYSferQ,4.5,4.4,3.9705287975749406,5
xfu2Ja977b0UA1jZZN72UA,5.0,4.75,3.766723,4
Aicnm12Zped8nQFXyRRFvw,4.0,3.810810810810811,3.857640748129866,37
I6lkxbQq0sSskDlt0jCs9g,5.0,5.0,3.766723,3
MNqJDeSfWEXERAFUXSyI3w,3.0,3.0,3.9705287975749406,3
t_0576Esa58pcLHCEpj31A,3.0,3.0759493670886076,3.6563817044087403,79
-XoFkjdXb5ZIXwoZdjJtoQ,3.5,3.5,3.769955055011918,4
hbwD1g0FPD8MtheabQpvJA,5.0,4.8,3.766723,5
k_yGJN2ynaUkzLTEzBWyLA,5.0,5.0,3.766723,6
XRBTHOXaJK_AJ2wy5mX_1A,4.5,4.653846153846154,4.121393964306982,26
0GHzsPl-NjCdGjr678_Kvg,4.5,4.333333333333333,3.766723,3
IQaND6HcN6NdtQ8QysO3Fg,3.5,3.7027027027027026,3.7358959792968505,76
ijh7pg9oyW7vcCGh_4mz6w,2.0,2.0,3.766723,3
2rMf09C5uXzF2qIlD5F5BA,3.5,3.4050632911392404,3.7358959792968505,80
1qrrdRh4cgMW-dm5kVNmdA,3.5,3.6774193548387095,3.766723,31
UHh2br86pxndWXELC6B8Cw,4.0,4.022222222222222,3.78062558924041,46
vEdPyIvIg_eX_pM8WXgtew,3.5,3.3333333333333335,3.8963265059351575,3
53Lq8bak88EtuZyKMmDPmQ,4.0,4.2,3.7358959792968505,5
JNt63pOmXJ4Y9u8KMQNvjw,4.0,3.9565217391304346,3.6563817044087403,24
xY1sPHTA2RGVFlh5tZhs9g,3.5,3.676470588235294,3.748453378826244,412
tqp42quHT1S_tgXQRXBx5w,4.0,4.0,3.9648343093040856,24
R7YlKfLpoFDAJQB9hBcQJA,3.5,3.6923076923076925,3.7358959792968505,13
9k5OdmvTCLvYH_u8RQ3Duw,4.0,4.125,3.9953861824589083,26
oU14CNDV_7_DNCUNiCzqEQ,4.0,4.0,4.281124497991968,3
GAa0muUX-16wP7Jw5L_W_w,4.5,4.6,4.132199860543664,10
4aohRCqBFuccZyzdKCppjg,2.5,2.25,3.766723,4
f9xITzdfPbqQUoBxmSNymQ,3.5,3.5833333333333335,3.803654795935981,36
4ajdHuLC3fyU8rk_br0Abg,3.0,3.0,3.6563817044087403,4
b7GM0x9zZU5gq1aXErUf7Q,4.5,4.647058823529412,4.032704392565403,17
0ONypOKIhttBz9IJzBE8jg,4.0,3.7846153846153845,3.7980363177841183,67
cSY4B9WBslxhpkJqaQLwJA,4.5,4.333333333333333,3.89420892676527,9
PqJwKYHU_eHjw0q0NlULJw,4.0,4.2,3.724613686534216,25
RJHFNAxMmekmMqSqIXkV9w,5.0,5.0,3.766723,3
TuSfiek_fBAbNMGkWVXcGQ,5.0,5.0,3.766723,3
85fKIrxqQBUtq4OMvrXTNQ,4.0,3.75,3.9685378232817943,4
52QtjHlHoa7V611bOvv1aw,3.5,3.6861313868613137,3.6908903786519702,139
nXSOnl-Nj8Q9mTJlGMsHJA,4.5,4.666666666666667,4.292841648590021,3
XCijrfbRwQv_y45N0LbFwQ,5.0,4.75,3.766723,9
_YyzQyz2gwXKRfL6aorfIg,3.5,3.6666666666666665,3.766723,3
-cy8EpdXs44iT3FR4En0QA,4.0,4.0,3.8011087855082675,19
x5zpnLM73TCnsRcII7uzAQ,4.5,4.466666666666667,4.007117952374127,15
GqtMJxq5-7Xp1ZXXmahLaA,3.5,3.710526315789474,3.803654795935981,39
QCp0LA1iBkcE6JcHDajH8Q,5.0,5.0,3.766723,8
6lcay-E_ssmzpGanKbColg,3.0,3.129032258064516,3.8085995147360854,31
aZFxdrDmfO10e3k2LNNFPw,3.5,3.4,3.6563817044087403,15
Ibhs0kIOPdFiTFEKQKsncg,5.0,5.0,4.197654941373534,6
1WUxcJDtvGgGUqsFMqJ5vg,3.5,3.7142857142857144,3.724613686534216,14
ZdmGDAT2VwXZZKQ-xHVORQ,4.0,4.428571428571429,3.766723,8
Hz_kiIW1TC_fScGN5h0wMw,3.5,3.6666666666666665,3.766723,3
dH3E5EBlXU5s2Ev86iv3Cg,2.5,2.6666666666666665,3.766723,3
RcfkeXHjYWCpq6NyVVmGJg,3.5,3.6666666666666665,3.766723,3
PjUjTo-1YnOUi5JerQZRmA,4.0,3.75,4.035423019368123,4
7QrQVczp02Id2x_ItmidHA,5.0,5.0,3.766723,3
mkXlYHuNudcuey-SSh5Ulg,3.0,3.125,3.7358959792968505,8
Ln41atp8B5IKHihCh93S2g,4.0,3.6666666666666665,3.766723,5
NcJ4Ug6EX4t_WBh3E0mXhA,4.5,4.625,3.766723,16
XdE5tAqE9XYpXbSQoHhCkg,3.0,3.0,3.89420892676527,3
mQfT3JYu18HN22DVylcE7A,4.5,4.432835820895522,3.846699403690609,135
oYLfNKc6Q_XKG9ixiMiumQ,4.5,4.466666666666667,3.9773366430937167,15
HsKjad5I8A1607NYm28hZQ,3.5,3.3333333333333335,3.766723,3
otwAKN1PsRQQA3JKJhi1rg,3.5,3.6666666666666665,3.766723,3
fEWLfGX9vvc8-GAC8jQslw,3.5,3.6666666666666665,3.8186229636652804,3
cQNUozVuJglYjbBx7N8v_Q,4.5,4.428571428571429,3.7599279104958723,7
2jg5fV6orXdfBW6420mA3w,3.5,3.5,3.766723,4
GTAXUJzlJtkXk027kdts5w,5.0,5.0,3.7249370744137225,7
3ez4Qs56C_cC-l8x08l6Zw,3.5,3.5974025974025974,3.803234910049277,77
4hNjK7TpXjb86rfLDvL1lA,4.0,4.0,3.9230809628585623,3
bfAw_HcpGGXqJ-Pt8KBvaw,3.5,3.6666666666666665,4.440677966101695,3
ZQtsLdI0j5oE-VvHNTL8fA,3.5,3.6666666666666665,3.9648343093040856,6
VH9X2UmfxnI8byz5Xr1ebA,3.5,3.25,3.7358959792968505,4
rCh0P0uRkcjcChXqVeIUaw,3.5,3.6818181818181817,3.9953861824589083,22
gfhO1Q1c7QCigu7waVpeSg,4.0,3.876923076923077,3.8110457427178215,66
-yPdEze6bYRV2Sm1t4XJhg,4.0,4.0,3.700164714846793,3
Apee77IOW5uNS7eGJe6Srg,3.5,3.4,3.769955055011918,5
cbFlhBjmvV5XgspysHCQtA,5.0,5.0,3.9916389157781342,6
I98ESrTemwkaVIrN_USx4A,4.5,4.222222222222222,3.766723,10
ZoKxIEQJn4FrRHXtnmMznA,5.0,4.75,3.766723,4
2MM8cFKHp8OaB13fp0ysGw,3.5,3.3846153846153846,3.7358959792968505,13
R7SVavAsjzN3wy825PiOEg,1.0,1.0,3.816756108177649,3
sDGjlZV3SqYGWG9BO4ZpMA,1.5,1.6,3.766723,5
UeYT4UMnfpb9lJkmKnz17w,3.5,3.4545454545454546,3.7358959792968505,11
LE-1ZOsjpPh7p95H2l5Fww,4.0,3.769230769230769,3.7358959792968505,13
LWtoosGlzTOp8A73Jh7cQw,2.5,2.6470588235294117,3.89420892676527,17
VkdjWDnu5EDqT8PIhb4y3A,4.0,3.8,3.89420892676527,5
2ceeU8e3nZjaPfGmLwh4kg,4.0,3.894904458598726,3.7394615872852763,317
RvvYZthPciQNsZ6xkpYEPA,4.0,3.764705882352941,3.766723,17
qMcZZUPuycKK7n1FTij-4w,3.0,3.1666666666666665,3.766723,6
O6fdmeu4Z_oei9MrgKuo2A,5.0,5.0,3.766723,5
-dRR_A0y3EfW83CrKxXTQQ,5.0,5.0,3.766723,4
RCreCD-8sqSljl7hlzjU0Q,2.5,2.6,3.803654795935981,5
o5x6DF0KK1OBsiUOx2gavg,4.0,4.172413793103448,3.946954771221914,29
AFx48YCp7n7dn-AXp71zAw,4.0,3.9411764705882355,3.8233670884515503,34
DWFpar9CeOexuoAoa7XZBw,5.0,5.0,3.766723,5
zXIAvYZkGTC-fmkIJV56aQ,3.0,3.0,3.766723,5
4e4zVRe2emCErDVTkpK9xg,4.0,4.0,3.766723,4
phMY07NVxReAJWjTN26nbA,5.0,5.0,4.136283074759318,6
jKHRI4bg4fP8zQVpE4jsIQ,4.0,4.0,3.9996844614237697,3
UKq38-9aOgEbJojosyS8gQ,4.0,4.0,4.161925739976654,5
5FgkEKFjchfMqiAFGd_2sA,3.5,3.3333333333333335,3.766723,3
Fn8hc8b3357nDJfFksdcbg,3.5,3.5833333333333335,3.7887875395715516,12
9kue6njdYLYAr-ve65L0NA,2.5,2.6666666666666665,3.697174709867549,3
lqVuqQNrwCYwA63mUdbvwQ,2.5,2.2857142857142856,3.9648343093040856,7
LY4WyxiRnmQTpo-9tGXetA,4.0,4.0,3.766723,8
HkSyssTd5_QNNeGI0-ltTg,3.5,3.6923076923076925,3.8728043918678345,26
qip479gfulCBUWzeDornJg,4.5,4.666666666666667,3.766723,3
oSKKhngtyMqqG1lvEv10uw,3.5,3.3333333333333335,3.766723,3
DWyISlmBgg1kWryinUQXlA,5.0,4.857142857142857,3.766723,8
_fYoH2rzVyPYkzMiAOlDlg,1.5,1.3333333333333333,3.724613686534216,3
JLZdv8wgqgQuDRoD8e4duw,2.0,2.0,3.766723,5
UwQ5PWlYnHsAIj1DCW4dVw,4.0,4.0,3.803654795935981,4
FAUSqRN1H7dGmu6EuPdOdg,4.5,4.333333333333333,3.766723,3
cIPE37nO7qvo3t1I15oO3Q,4.5,4.666666666666667,3.766723,3
Dr4mxelV9iWu5boJvgH_vg,4.0,3.909090909090909,3.9648343093040856,11
ZLKaWkiYClepNPIsO6SgdA,4.5,4.333333333333333,3.931510973296806,3
3l72FflaaeI0tWEAWN3-gQ,3.5,3.6988847583643123,3.7358959792968505,271
_wrA7CMbMqcWEDCNghi5cg,2.5,2.5,3.7009236332766804,30
BZf4qRf0AOjMUGuejM8ljg,4.0,4.0,3.766723,3
2BWTKRkPNgTTZNWGMkmYRw,3.0,3.0833333333333335,3.700164714846793,48
gL-bTBj3lYtDz7H2IK4jUw,3.5,3.375,3.700164714846793,8
ScvhAJe5lIJ7_SIvNTDfgg,3.5,3.6666666666666665,3.7358959792968505,9
69xP04Hu5pxYi00DDCZIMQ,3.5,3.4,3.766723,5
yuS1qDTkido8zUFrfj8O0g,4.0,3.75,3.8186229636652804,4
hoDG7g0Qxqje0dP_7MqpHQ,4.0,3.8656716417910446,3.8186229636652804,70
CC8Gn5h28utxP8i9zGorKQ,4.0,4.0,3.864848231832087,12
Vpg_FMSzMTBPvzpwbbRa7Q,4.0,3.8333333333333335,3.9685378232817943,7
8UhKnPs2Jvz7vjzqYCTcWg,2.5,2.6666666666666665,3.803654795935981,3
TuuENwzxOFdDLY_oKCbFZw,4.5,4.513761467889908,3.8011087855082675,110
sh3kl5sfAhUwx6MlGNsftA,3.5,3.3333333333333335,3.766723,3
TPcu6SzaW_lF5XUx8oSJxw,5.0,5.0,3.766723,3
_FgyuDnyDCXmWBy03Tq8TQ,3.0,3.0,3.6563817044087403,25
W7bazhsfvqj7jFokj9pOmA,3.5,3.3333333333333335,3.766723,9
eqdEOyNbEvl-Gne_w3_0jw,3.5,3.4545454545454546,3.6563817044087403,33
WU84-GQv7LfBD_R9LbWBJg,4.0,4.0,3.766723,4
CEswyP-9SsXRNLR9fFGKKw,3.0,3.0547945205479454,3.6217264255244017,76
rV3lt01Gv1g5dkyNIWpaOw,2.5,2.3333333333333335,3.766723,3
fdZbEDgD0_wy4mTx6pjzZg,4.0,3.888888888888889,3.724613686534216,9
o0Sm7tDF8wx6w9F2ZbdG2w,4.0,4.0,3.832772190275918,3
GHFfUWLpMGT80i36qMzgPw,3.5,3.375,3.7646538390834836,8
NMiisW8V2YEd759ppZCIaA,5.0,5.0,4.6075949367088604,4
oIwKhqTtHRebTW9jPiBTrw,2.5,2.6666666666666665,3.7358959792968505,6
6YXNqpgPGTmhAU1YTHAR1Q,2.5,2.25,3.7358959792968505,4
wdEnI9WTLHiqSCH1RdJ40w,3.0,3.1818181818181817,3.7358959792968505,11
I4bSn5gXsHuSPu7L-d_8nQ,4.0,4.133956386292835,3.7887875395715516,323
lq2iZK7epi23byzcejjqTg,3.0,2.8181818181818183,3.7646538390834836,11
RtfgSULLUNuLPxn5eTMJ-Q,3.5,3.6666666666666665,3.776503515665952,3
_bSdZgx6OuvkfIdudGKwGg,3.5,3.25,3.5586174589650423,5
vR3eAwcgkh2EmVJegZO2dQ,3.5,3.727272727272727,3.8041769208151273,22
UCaF3g4e1Diqpf0A06smag,1.5,1.6666666666666667,3.803654795935981,3
xgfjaN0Vt9cj2div4kIKUg,4.5,4.444444444444445,3.769955055011918,9
KHdadnkfYm0OgyIF_fvL8g,4.0,3.75,3.9685378232817943,8
liyAhk8vzzgXyTHuF0qhxQ,2.5,2.3333333333333335,3.688031592435868,3
n3kfs4IMPijyhiNg7S0Bzg,4.5,4.333333333333333,3.5962126491630384,3
kz12EsdDhr4Y_yZ2OlAQzg,4.0,4.071428571428571,3.8186229636652804,42
uEJQSIjWui-TDWXaGlcqyQ,4.0,3.9827089337175794,3.8318164004839357,357
66Odm4q0Yu3aAJv_GeEp5g,5.0,5.0,3.766723,3
hyff2JyqQgf85MaJZslHCg,3.5,3.5233644859813085,3.7010555089740347,108
9LxufAe_LqS78mNFYC0pJA,5.0,5.0,4.714285714285714,4
MdwoM1Qf87nmdA6Ma6tnMQ,4.5,4.25,3.931510973296806,4
Jlih7uC9Bmq8vvtcypSq1A,3.0,2.8181818181818183,3.7228983519763212,22
WEUgyNNslbwhqYgku8Gt3Q,3.5,3.6842105263157894,3.769955055011918,19
X84kGyCyBbPDhIb_l-N3xw,4.5,4.333333333333333,3.7358959792968505,3
ZLiNw_Q36b-u1VFSeEEfsA,3.5,3.6666666666666665,3.6563817044087403,3
jFfrM1y-L1icUZXjBpxmeg,4.5,4.361702127659575,3.832772190275918,49
BQSRyn8C_nPzO-gCtgQdTQ,1.0,1.0,3.766723,4
F0IZ08R_zInB7uQCZw2qOg,4.5,5.0,3.766723,4
-KF9RQPkmIOHfE0tzUu9bg,3.5,3.5416666666666665,3.9123126881667183,25
6DOAe3gQQ0ibCc3XWqHDlw,3.5,3.5,3.766723,6
k_PKdh26zn3MHUYVTkozwQ,5.0,5.0,3.766723,4
T1EfT96sCrn_UUWQMhzB5w,3.5,3.5483870967741935,3.703480237828342,32
7TTGDhtXBTeii0uPxOSgyA,3.0,3.2,3.914371208013998,5
g9sBcVyH1MXLiTPDo06Wig,3.5,3.740740740740741,3.8186229636652804,27
UXdoudSdOY1ER51vXV6Jvg,2.0,2.0,3.766723,4
Zpw07SfLkkzqKeRk07GWhw,2.5,2.3333333333333335,3.766723,3
r4AZGoPHQ8JNT_uiiCnsHg,2.0,2.125,3.7358959792968505,8
2EfXE9Fz1bCHFJpgrzE77Q,3.0,3.1666666666666665,3.766723,6
_OYlq2UoKPQO_ElqhC3a8w,3.5,3.62,3.663050880487057,100
09YNMPANM20sCJkVvMC1vg,4.5,4.5,4.197654941373534,4
vwDE7dw6ee3JeAU0uMmGlA,3.0,2.8333333333333335,3.7646538390834836,6
rohVwdnKJgts4H1P9HBSUA,3.0,2.8,3.766723,6
s0ybRiP-upy7NG1LPzaXwQ,4.5,4.571428571428571,4.514285714285714,7
Om3WtcK5qgwEW5-CojPMxw,4.0,3.857142857142857,3.9648343093040856,7
kyWbn54rsIlS3vbpDo0qPQ,3.0,3.076923076923077,3.7358959792968505,13
xNi50XvRuPmGhaxazcVniQ,5.0,5.0,4.657846135532294,3
XsAZTo89i8MX5R8tv3bTFQ,1.0,1.0,3.931510973296806,9
FFHzFdyWgM-OdMghuXMPEQ,4.0,3.9661016949152543,3.7358959792968505,59
HmJAoSHisjJ0ZvPmTx3VFw,5.0,5.0,3.766723,4
pdsK3YZfXZbzOEVpGNcilg,3.0,3.0,3.7646538390834836,10
dPP8HsGEH3A-7F75zHPwUg,3.5,3.6666666666666665,3.7358959792968505,9
jgWAgT7LWPTf5wju9Q-kiw,4.5,4.354166666666667,3.7358959792968505,51
bo7pxmvcRlZURzhfmIL4zw,5.0,4.8,3.9773366430937167,5
N8Bdlykr8F5xSs5D3SUb3Q,3.5,3.6666666666666665,4.023246480020842,6
TehSM5JrMRikSnjnnfulbw,4.0,3.9038461538461537,3.7887875395715516,54
KJr8lTqqStOpFzT8XD97gQ,4.0,4.0,3.766723,7
cCpZbGABDFKInDxGLdNXYw,5.0,5.0,3.766723,4
G4adLjaCZQ1cQ5nrCQam1A,4.5,4.6,3.9240975114683576,10
c-GLGYQLHCYyvYpz2-5oqg,4.0,4.111111111111111,4.018716577540107,18
NdNdgzSo7M0-RSWDPWKihg,4.0,4.0,3.769955055011918,5
Gl4TouO2_CCz2nFPS9fGlA,2.0,2.0,3.9406849402009887,4
sPQvlHSBUn5ksKXmnKcepg,2.5,2.6666666666666665,3.7010555089740347,6
rkbe2bfskoPY-K_mcYjSYw,4.0,4.0,4.084870848708488,4
l-Xv5Kmg2gilJI3-DGVCqw,3.5,3.5853658536585367,3.85250961322207,41
64zIp0srer2d7L_-iFbg9A,4.0,3.7857142857142856,3.878903001974332,28
obkBJENTOXC3YpS_VWiPyw,4.5,4.266666666666667,3.7010555089740347,15
a4wVLeSHNSHyGGbanNuCUg,3.0,3.2222222222222223,3.7358959792968505,9
Hl0DRZMaoXoWTKovxeWz9g,5.0,4.846153846153846,3.766723,13
COc06ScpJTN15NXMf4gkqA,4.0,4.111111111111111,3.766723,10
karNX7w6QYUL6aDdgsFsSQ,4.0,3.75,3.766723,4
