BusinessId,AvgFromJason,AvgFromReviews,AvgPredictedByCategories,ReviewCnt
CVBYF1AMlrZbScRXX8d6XQ,3.5,3.3846153846,3.8167561082,13
449NKjoStRMoknyBqrVnCA,3.5,3.6666666667,3.8481197164,3
jEWfxxA_kjeJE_Z_ku3zLA,2.5,2.7222222222,3.6967696796,145
TQhP4vCMjvX527YMxPfuUA,3,3.2089552239,3.7976340819,67
uPl9d1zCX7wQYP1EpqrwQQ,4,4.1428571429,3.947562069,7
_zpoklU8dTPDgoyQmyNSUQ,3.5,3.5,3.766723,6
QAWdgDgWaFJYzJ2pGDjmdw,4,3.9722222222,3.5087579618,74
eR5-nFI0Vp7EG2pIXQM3bw,2.5,2.4,3.7001647148,10
EWnSPExh_T5zTv6oMJOC5g,3.5,3.5517241379,3.7358959793,29
0zcHBms7sK9IYv4zn_qrqQ,4.5,4.6666666667,3.7358959793,14
kfscAJnLVf6J2uEte7g-5A,4,4.1063829787,3.731654236,94
W-9YqWhkfeK-K3xGFvFeuw,2.5,2.4,3.7358959793,5
LtJszEtHhXMZR0y6lbdswA,3,2.8333333333,3.7246136865,6
ZG4oIFBRlXyaF5F9L3dzxg,3.5,3.3617021277,3.8675134569,48
xtGPxmqw37SZylUPcJ1MHQ,3,3,3.766723,3
xAlGk0v5jqXqEIz5LkBeYg,4.5,4.4,3.914371208,5
u8pEX4RqsRf93F7X90Pz3w,2.5,2.3333333333,4.0187165775,3
BLHR4o5R4uTuRV0uY-COjg,4.5,4.7142857143,4.6227027799,7
X3icXUyW9vS4UXY6V_MR4w,4.5,4.6455696203,4.0136364398,82
kmiYqdQYJ5JmQQHgFdHCug,2.5,2.3333333333,3.6971747099,3
daRU7H7lpbJ2xe3AO-21Aw,2,1.7692307692,3.7246136865,13
T-FM14EE1tt-94eONQEaVA,2.5,2.6666666667,3.7358959793,3
PEFUYmqfqy93_xyCnSfGNg,5,4.75,3.766723,8
5x3aA0DSo8nqU13IZyH79A,4,3.8085106383,4.0049123516,50
_sppJb0durssEnD1fs94mw,2.5,2.25,3.7001647148,4
NLwjvGh628IcuGGPpqirNg,3,2.8571428571,3.766723,7
9AbyBqGWHYZC73GlyAuTrQ,4.5,4.2660550459,3.7980363178,110
kOI3EF9rjzI-_SWnysFFPw,3.5,3.6666666667,3.766723,3
NcF7tZHe3p5wgQCKfHzhSw,4,3.75,3.766723,4
dJvUc4ViWEJ0NJfQtYo7xg,3.5,3.306122449,3.8726060085,50
_w2wIsBh-1M1ZCed2KjLlw,3,3.1724137931,3.8167561082,31
YXp62JdXJDzX0EuRv_zgMQ,4.5,4.5272727273,3.766723,55
rncjoVoEFUJGCUoC1JgnUA,5,5,4.7142857143,3
#NAME?,3.5,3.2857142857,3.9705287976,8
7Vqrh77SOYwZ3_AOK-TTiQ,4.5,4.25,3.7161529883,4
c0eHRit6jUbuFwIZUZsuBQ,5,5,4.0354230194,3
qC5Uv1j4id7MPM-8YrjW6Q,4,4.0555555556,4.0497311828,18
Ihd5lEko1ctb71UsOWZuuQ,1.5,1.4,3.769955055,5
FRT-kdKefurxLzcsW2JNhw,3.5,3.6666666667,3.766723,3
i3ycWEmmDivp5TEnx20wVA,5,5,3.9705287976,3
4yrf5wPxntzJt5Iz-96OEA,4.5,4.6666666667,4.0493128537,9
7XulXhz9PN2ctxtv0B0b7Q,4,4,3.766723,7
MLkcik_rEYW_CtyrL3yhUg,3.5,3.4666666667,3.9972576276,15
e9JhcYEgNbRL8i8CTdQO2w,4.5,4.3076923077,3.5087579618,54
YJHzVmS326nb6kbfLmZnGg,2.5,2.25,3.766723,4
i0sMoNwiNAo1--AsZJ3Nlw,4,4.0769230769,3.8167561082,13
Y34FJbdf6DuRAJ0k12yPnQ,4,3.75,3.766723,4
XzIskorQEAOkCFvVPxJtLQ,3,2.8,3.9705287976,10
DUF5XeGsqpIT9whspDOJYg,3.5,3.3333333333,3.766723,3
Gw8DsQQCO5m1hggXqwynFg,3,3.1428571429,3.7976340819,21
BFNxp4o6gJEO5PjD13PFKw,3.5,3.6875,3.8110457427,32
U05b7D600JDVo4DJj_WGhQ,1.5,1.5,3.9180473327,4
Rx9WPIaYCBquFBC563RjYg,2.5,2.4,3.7358959793,5
hRkd5-YXmdxH1Twn-FfWPQ,2,2,3.766723,3
pvELwHgzAqj9aewOVDiHCA,4.5,4.3846153846,3.9621415146,13
8TGUK7LD3M-vLWml-jLb0w,3.5,3.3055555556,3.7358959793,37
BL-hmCkQp72zpdpa0Qpk3Q,3,3,3.86264729,5
Abiw2tEM1GAWuMeJxGdFlw,5,5,3.766723,4
GQck1WKEOYjgQReVLeCTHQ,4,4,3.769955055,4
_tULIKll0EQsIAnPnxaoLg,2.5,2.4,3.769955055,5
f6758KqcaSUKSjbjXKlniA,5,5,3.766723,5
lUoiT_fR73R8eMiiIcqMLA,4,4.1538461538,3.7246136865,13
863nEWkPZ7uD-ZRTmmJokw,3.5,3.66,3.8186229637,50
U5F3-Z44SZiqHjka3-kYnw,4.5,4.3333333333,4.7218934911,4
a4o4Y8GXH7wRKXOkPP_6TA,3,2.8,3.6563817044,15
KRqtYdnDpwqYfWkFhZYjow,3,2.95,3.7358959793,20
m9jxyEihvVzCzw6k1hrOow,5,5,3.766723,3
xqhvLIxkCuV5jAmNkpsyBg,3,3.1428571429,3.7246136865,7
3dOUEmJjFfb8iW0H-kbEzQ,4,3.95,3.766723,20
HC5ibF-Q5RRtUfPneZFQ6Q,4.5,4.619047619,3.766723,21
mhLN_oiJd7zq6eaOS1Nw1A,4,4.247311828,3.7548457929,93
beZVUfO1d2fS0wG8Alrvhg,4,4,3.8850629193,7
Cl0-KnG4yAb3IqcGM1-a5A,1,1,3.766723,3
ybrXM8JeI2x0brAFoEawuQ,3.5,3.6666666667,3.766723,3
s5wWB8QF2JAx0DxV8WrS9g,2.5,2.6666666667,3.766723,3
GJ7gPJGl0r-1jPhp2Qz8BA,4,4,3.766723,7
yFaf4-3_zEac5AUC84Vlcg,2.5,2.6666666667,3.766723,3
bVRoCoXu2jIyqbZRT_isWw,1.5,1.4,3.766723,5
9ggd0DySEZNw990JGaFSQQ,3.5,3.4857142857,3.5087579618,36
IVv4Lr5_OXuezqe9vct8_g,3.5,3.25,3.766723,4
JwjDSrMrKmHUXYqoIvTgUA,4,4.2222222222,3.7106454039,9
TcB2FSAwS5jeumxy99EvHQ,3,3.2,3.766723,6
tEIq3EziYzJSGTlYGuZvZw,1.5,1.6666666667,3.766723,3
7Wm-Y8btLXBqMQsQYSferQ,4.5,4.4,3.9705287976,5
xfu2Ja977b0UA1jZZN72UA,5,4.75,3.766723,4
Aicnm12Zped8nQFXyRRFvw,4,3.8108108108,3.8576407481,37
I6lkxbQq0sSskDlt0jCs9g,5,5,3.766723,3
MNqJDeSfWEXERAFUXSyI3w,3,3,3.9705287976,3
t_0576Esa58pcLHCEpj31A,3,3.0759493671,3.6563817044,79
#NAME?,3.5,3.5,3.769955055,4
hbwD1g0FPD8MtheabQpvJA,5,4.8,3.766723,5
k_yGJN2ynaUkzLTEzBWyLA,5,5,3.766723,6
XRBTHOXaJK_AJ2wy5mX_1A,4.5,4.6538461538,4.1213939643,26
0GHzsPl-NjCdGjr678_Kvg,4.5,4.3333333333,3.766723,3
IQaND6HcN6NdtQ8QysO3Fg,3.5,3.7027027027,3.7358959793,76
ijh7pg9oyW7vcCGh_4mz6w,2,2,3.766723,3
2rMf09C5uXzF2qIlD5F5BA,3.5,3.4050632911,3.7358959793,80
1qrrdRh4cgMW-dm5kVNmdA,3.5,3.6774193548,3.766723,31
UHh2br86pxndWXELC6B8Cw,4,4.0222222222,3.7806255892,46
vEdPyIvIg_eX_pM8WXgtew,3.5,3.3333333333,3.8963265059,3
53Lq8bak88EtuZyKMmDPmQ,4,4.2,3.7358959793,5
JNt63pOmXJ4Y9u8KMQNvjw,4,3.9565217391,3.6563817044,24
xY1sPHTA2RGVFlh5tZhs9g,3.5,3.6764705882,3.7484533788,412
tqp42quHT1S_tgXQRXBx5w,4,4,3.9648343093,24
R7YlKfLpoFDAJQB9hBcQJA,3.5,3.6923076923,3.7358959793,13
9k5OdmvTCLvYH_u8RQ3Duw,4,4.125,3.9953861825,26
oU14CNDV_7_DNCUNiCzqEQ,4,4,4.281124498,3
GAa0muUX-16wP7Jw5L_W_w,4.5,4.6,4.1321998605,10
4aohRCqBFuccZyzdKCppjg,2.5,2.25,3.766723,4
f9xITzdfPbqQUoBxmSNymQ,3.5,3.5833333333,3.8036547959,36
4ajdHuLC3fyU8rk_br0Abg,3,3,3.6563817044,4
b7GM0x9zZU5gq1aXErUf7Q,4.5,4.6470588235,4.0327043926,17
0ONypOKIhttBz9IJzBE8jg,4,3.7846153846,3.7980363178,67
cSY4B9WBslxhpkJqaQLwJA,4.5,4.3333333333,3.8942089268,9
PqJwKYHU_eHjw0q0NlULJw,4,4.2,3.7246136865,25
RJHFNAxMmekmMqSqIXkV9w,5,5,3.766723,3
TuSfiek_fBAbNMGkWVXcGQ,5,5,3.766723,3
85fKIrxqQBUtq4OMvrXTNQ,4,3.75,3.9685378233,4
52QtjHlHoa7V611bOvv1aw,3.5,3.6861313869,3.6908903787,139
nXSOnl-Nj8Q9mTJlGMsHJA,4.5,4.6666666667,4.2928416486,3
XCijrfbRwQv_y45N0LbFwQ,5,4.75,3.766723,9
_YyzQyz2gwXKRfL6aorfIg,3.5,3.6666666667,3.766723,3
#NAME?,4,4,3.8011087855,19
x5zpnLM73TCnsRcII7uzAQ,4.5,4.4666666667,4.0071179524,15
GqtMJxq5-7Xp1ZXXmahLaA,3.5,3.7105263158,3.8036547959,39
QCp0LA1iBkcE6JcHDajH8Q,5,5,3.766723,8
6lcay-E_ssmzpGanKbColg,3,3.1290322581,3.8085995147,31
aZFxdrDmfO10e3k2LNNFPw,3.5,3.4,3.6563817044,15
Ibhs0kIOPdFiTFEKQKsncg,5,5,4.1976549414,6
1WUxcJDtvGgGUqsFMqJ5vg,3.5,3.7142857143,3.7246136865,14
ZdmGDAT2VwXZZKQ-xHVORQ,4,4.4285714286,3.766723,8
Hz_kiIW1TC_fScGN5h0wMw,3.5,3.6666666667,3.766723,3
dH3E5EBlXU5s2Ev86iv3Cg,2.5,2.6666666667,3.766723,3
RcfkeXHjYWCpq6NyVVmGJg,3.5,3.6666666667,3.766723,3
PjUjTo-1YnOUi5JerQZRmA,4,3.75,4.0354230194,4
7QrQVczp02Id2x_ItmidHA,5,5,3.766723,3
mkXlYHuNudcuey-SSh5Ulg,3,3.125,3.7358959793,8
Ln41atp8B5IKHihCh93S2g,4,3.6666666667,3.766723,5
NcJ4Ug6EX4t_WBh3E0mXhA,4.5,4.625,3.766723,16
XdE5tAqE9XYpXbSQoHhCkg,3,3,3.8942089268,3
mQfT3JYu18HN22DVylcE7A,4.5,4.4328358209,3.8466994037,135
oYLfNKc6Q_XKG9ixiMiumQ,4.5,4.4666666667,3.9773366431,15
HsKjad5I8A1607NYm28hZQ,3.5,3.3333333333,3.766723,3
otwAKN1PsRQQA3JKJhi1rg,3.5,3.6666666667,3.766723,3
fEWLfGX9vvc8-GAC8jQslw,3.5,3.6666666667,3.8186229637,3
cQNUozVuJglYjbBx7N8v_Q,4.5,4.4285714286,3.7599279105,7
2jg5fV6orXdfBW6420mA3w,3.5,3.5,3.766723,4
GTAXUJzlJtkXk027kdts5w,5,5,3.7249370744,7
3ez4Qs56C_cC-l8x08l6Zw,3.5,3.5974025974,3.80323491,77
4hNjK7TpXjb86rfLDvL1lA,4,4,3.9230809629,3
bfAw_HcpGGXqJ-Pt8KBvaw,3.5,3.6666666667,4.4406779661,3
ZQtsLdI0j5oE-VvHNTL8fA,3.5,3.6666666667,3.9648343093,6
VH9X2UmfxnI8byz5Xr1ebA,3.5,3.25,3.7358959793,4
rCh0P0uRkcjcChXqVeIUaw,3.5,3.6818181818,3.9953861825,22
gfhO1Q1c7QCigu7waVpeSg,4,3.8769230769,3.8110457427,66
#NAME?,4,4,3.7001647148,3
Apee77IOW5uNS7eGJe6Srg,3.5,3.4,3.769955055,5
cbFlhBjmvV5XgspysHCQtA,5,5,3.9916389158,6
I98ESrTemwkaVIrN_USx4A,4.5,4.2222222222,3.766723,10
ZoKxIEQJn4FrRHXtnmMznA,5,4.75,3.766723,4
2MM8cFKHp8OaB13fp0ysGw,3.5,3.3846153846,3.7358959793,13
R7SVavAsjzN3wy825PiOEg,1,1,3.8167561082,3
sDGjlZV3SqYGWG9BO4ZpMA,1.5,1.6,3.766723,5
UeYT4UMnfpb9lJkmKnz17w,3.5,3.4545454545,3.7358959793,11
LE-1ZOsjpPh7p95H2l5Fww,4,3.7692307692,3.7358959793,13
LWtoosGlzTOp8A73Jh7cQw,2.5,2.6470588235,3.8942089268,17
VkdjWDnu5EDqT8PIhb4y3A,4,3.8,3.8942089268,5
2ceeU8e3nZjaPfGmLwh4kg,4,3.8949044586,3.7394615873,317
RvvYZthPciQNsZ6xkpYEPA,4,3.7647058824,3.766723,17
qMcZZUPuycKK7n1FTij-4w,3,3.1666666667,3.766723,6
O6fdmeu4Z_oei9MrgKuo2A,5,5,3.766723,5
#NAME?,5,5,3.766723,4
RCreCD-8sqSljl7hlzjU0Q,2.5,2.6,3.8036547959,5
o5x6DF0KK1OBsiUOx2gavg,4,4.1724137931,3.9469547712,29
AFx48YCp7n7dn-AXp71zAw,4,3.9411764706,3.8233670885,34
DWFpar9CeOexuoAoa7XZBw,5,5,3.766723,5
zXIAvYZkGTC-fmkIJV56aQ,3,3,3.766723,5
4e4zVRe2emCErDVTkpK9xg,4,4,3.766723,4
phMY07NVxReAJWjTN26nbA,5,5,4.1362830748,6
jKHRI4bg4fP8zQVpE4jsIQ,4,4,3.9996844614,3
UKq38-9aOgEbJojosyS8gQ,4,4,4.16192574,5
5FgkEKFjchfMqiAFGd_2sA,3.5,3.3333333333,3.766723,3
Fn8hc8b3357nDJfFksdcbg,3.5,3.5833333333,3.7887875396,12
9kue6njdYLYAr-ve65L0NA,2.5,2.6666666667,3.6971747099,3
lqVuqQNrwCYwA63mUdbvwQ,2.5,2.2857142857,3.9648343093,7
LY4WyxiRnmQTpo-9tGXetA,4,4,3.766723,8
HkSyssTd5_QNNeGI0-ltTg,3.5,3.6923076923,3.8728043919,26
qip479gfulCBUWzeDornJg,4.5,4.6666666667,3.766723,3
oSKKhngtyMqqG1lvEv10uw,3.5,3.3333333333,3.766723,3
DWyISlmBgg1kWryinUQXlA,5,4.8571428571,3.766723,8
_fYoH2rzVyPYkzMiAOlDlg,1.5,1.3333333333,3.7246136865,3
JLZdv8wgqgQuDRoD8e4duw,2,2,3.766723,5
UwQ5PWlYnHsAIj1DCW4dVw,4,4,3.8036547959,4
FAUSqRN1H7dGmu6EuPdOdg,4.5,4.3333333333,3.766723,3
cIPE37nO7qvo3t1I15oO3Q,4.5,4.6666666667,3.766723,3
Dr4mxelV9iWu5boJvgH_vg,4,3.9090909091,3.9648343093,11
ZLKaWkiYClepNPIsO6SgdA,4.5,4.3333333333,3.9315109733,3
3l72FflaaeI0tWEAWN3-gQ,3.5,3.6988847584,3.7358959793,271
_wrA7CMbMqcWEDCNghi5cg,2.5,2.5,3.7009236333,30
BZf4qRf0AOjMUGuejM8ljg,4,4,3.766723,3
2BWTKRkPNgTTZNWGMkmYRw,3,3.0833333333,3.7001647148,48
gL-bTBj3lYtDz7H2IK4jUw,3.5,3.375,3.7001647148,8
ScvhAJe5lIJ7_SIvNTDfgg,3.5,3.6666666667,3.7358959793,9
69xP04Hu5pxYi00DDCZIMQ,3.5,3.4,3.766723,5
yuS1qDTkido8zUFrfj8O0g,4,3.75,3.8186229637,4
hoDG7g0Qxqje0dP_7MqpHQ,4,3.8656716418,3.8186229637,70
CC8Gn5h28utxP8i9zGorKQ,4,4,3.8648482318,12
Vpg_FMSzMTBPvzpwbbRa7Q,4,3.8333333333,3.9685378233,7
8UhKnPs2Jvz7vjzqYCTcWg,2.5,2.6666666667,3.8036547959,3
TuuENwzxOFdDLY_oKCbFZw,4.5,4.5137614679,3.8011087855,110
sh3kl5sfAhUwx6MlGNsftA,3.5,3.3333333333,3.766723,3
TPcu6SzaW_lF5XUx8oSJxw,5,5,3.766723,3
_FgyuDnyDCXmWBy03Tq8TQ,3,3,3.6563817044,25
W7bazhsfvqj7jFokj9pOmA,3.5,3.3333333333,3.766723,9
eqdEOyNbEvl-Gne_w3_0jw,3.5,3.4545454545,3.6563817044,33
WU84-GQv7LfBD_R9LbWBJg,4,4,3.766723,4
CEswyP-9SsXRNLR9fFGKKw,3,3.0547945205,3.6217264255,76
rV3lt01Gv1g5dkyNIWpaOw,2.5,2.3333333333,3.766723,3
fdZbEDgD0_wy4mTx6pjzZg,4,3.8888888889,3.7246136865,9
o0Sm7tDF8wx6w9F2ZbdG2w,4,4,3.8327721903,3
GHFfUWLpMGT80i36qMzgPw,3.5,3.375,3.7646538391,8
NMiisW8V2YEd759ppZCIaA,5,5,4.6075949367,4
oIwKhqTtHRebTW9jPiBTrw,2.5,2.6666666667,3.7358959793,6
6YXNqpgPGTmhAU1YTHAR1Q,2.5,2.25,3.7358959793,4
wdEnI9WTLHiqSCH1RdJ40w,3,3.1818181818,3.7358959793,11
I4bSn5gXsHuSPu7L-d_8nQ,4,4.1339563863,3.7887875396,323
lq2iZK7epi23byzcejjqTg,3,2.8181818182,3.7646538391,11
RtfgSULLUNuLPxn5eTMJ-Q,3.5,3.6666666667,3.7765035157,3
_bSdZgx6OuvkfIdudGKwGg,3.5,3.25,3.558617459,5
vR3eAwcgkh2EmVJegZO2dQ,3.5,3.7272727273,3.8041769208,22
UCaF3g4e1Diqpf0A06smag,1.5,1.6666666667,3.8036547959,3
xgfjaN0Vt9cj2div4kIKUg,4.5,4.4444444444,3.769955055,9
KHdadnkfYm0OgyIF_fvL8g,4,3.75,3.9685378233,8
liyAhk8vzzgXyTHuF0qhxQ,2.5,2.3333333333,3.6880315924,3
n3kfs4IMPijyhiNg7S0Bzg,4.5,4.3333333333,3.5962126492,3
kz12EsdDhr4Y_yZ2OlAQzg,4,4.0714285714,3.8186229637,42
uEJQSIjWui-TDWXaGlcqyQ,4,3.9827089337,3.8318164005,357
66Odm4q0Yu3aAJv_GeEp5g,5,5,3.766723,3
hyff2JyqQgf85MaJZslHCg,3.5,3.523364486,3.701055509,108
9LxufAe_LqS78mNFYC0pJA,5,5,4.7142857143,4
MdwoM1Qf87nmdA6Ma6tnMQ,4.5,4.25,3.9315109733,4
Jlih7uC9Bmq8vvtcypSq1A,3,2.8181818182,3.722898352,22
WEUgyNNslbwhqYgku8Gt3Q,3.5,3.6842105263,3.769955055,19
X84kGyCyBbPDhIb_l-N3xw,4.5,4.3333333333,3.7358959793,3
ZLiNw_Q36b-u1VFSeEEfsA,3.5,3.6666666667,3.6563817044,3
jFfrM1y-L1icUZXjBpxmeg,4.5,4.3617021277,3.8327721903,49
BQSRyn8C_nPzO-gCtgQdTQ,1,1,3.766723,4
F0IZ08R_zInB7uQCZw2qOg,4.5,5,3.766723,4
#NAME?,3.5,3.5416666667,3.9123126882,25
6DOAe3gQQ0ibCc3XWqHDlw,3.5,3.5,3.766723,6
k_PKdh26zn3MHUYVTkozwQ,5,5,3.766723,4
T1EfT96sCrn_UUWQMhzB5w,3.5,3.5483870968,3.7034802378,32
7TTGDhtXBTeii0uPxOSgyA,3,3.2,3.914371208,5
g9sBcVyH1MXLiTPDo06Wig,3.5,3.7407407407,3.8186229637,27
UXdoudSdOY1ER51vXV6Jvg,2,2,3.766723,4
Zpw07SfLkkzqKeRk07GWhw,2.5,2.3333333333,3.766723,3
r4AZGoPHQ8JNT_uiiCnsHg,2,2.125,3.7358959793,8
2EfXE9Fz1bCHFJpgrzE77Q,3,3.1666666667,3.766723,6
_OYlq2UoKPQO_ElqhC3a8w,3.5,3.62,3.6630508805,100
09YNMPANM20sCJkVvMC1vg,4.5,4.5,4.1976549414,4
vwDE7dw6ee3JeAU0uMmGlA,3,2.8333333333,3.7646538391,6
rohVwdnKJgts4H1P9HBSUA,3,2.8,3.766723,6
s0ybRiP-upy7NG1LPzaXwQ,4.5,4.5714285714,4.5142857143,7
Om3WtcK5qgwEW5-CojPMxw,4,3.8571428571,3.9648343093,7
kyWbn54rsIlS3vbpDo0qPQ,3,3.0769230769,3.7358959793,13
xNi50XvRuPmGhaxazcVniQ,5,5,4.6578461355,3
XsAZTo89i8MX5R8tv3bTFQ,1,1,3.9315109733,9
FFHzFdyWgM-OdMghuXMPEQ,4,3.9661016949,3.7358959793,59
HmJAoSHisjJ0ZvPmTx3VFw,5,5,3.766723,4
pdsK3YZfXZbzOEVpGNcilg,3,3,3.7646538391,10
dPP8HsGEH3A-7F75zHPwUg,3.5,3.6666666667,3.7358959793,9
jgWAgT7LWPTf5wju9Q-kiw,4.5,4.3541666667,3.7358959793,51
bo7pxmvcRlZURzhfmIL4zw,5,4.8,3.9773366431,5
N8Bdlykr8F5xSs5D3SUb3Q,3.5,3.6666666667,4.02324648,6
TehSM5JrMRikSnjnnfulbw,4,3.9038461538,3.7887875396,54
KJr8lTqqStOpFzT8XD97gQ,4,4,3.766723,7
cCpZbGABDFKInDxGLdNXYw,5,5,3.766723,4
G4adLjaCZQ1cQ5nrCQam1A,4.5,4.6,3.9240975115,10
c-GLGYQLHCYyvYpz2-5oqg,4,4.1111111111,4.0187165775,18
NdNdgzSo7M0-RSWDPWKihg,4,4,3.769955055,5
Gl4TouO2_CCz2nFPS9fGlA,2,2,3.9406849402,4
sPQvlHSBUn5ksKXmnKcepg,2.5,2.6666666667,3.701055509,6
rkbe2bfskoPY-K_mcYjSYw,4,4,4.0848708487,4
l-Xv5Kmg2gilJI3-DGVCqw,3.5,3.5853658537,3.8525096132,41
64zIp0srer2d7L_-iFbg9A,4,3.7857142857,3.878903002,28
obkBJENTOXC3YpS_VWiPyw,4.5,4.2666666667,3.701055509,15
a4wVLeSHNSHyGGbanNuCUg,3,3.2222222222,3.7358959793,9
Hl0DRZMaoXoWTKovxeWz9g,5,4.8461538462,3.766723,13
COc06ScpJTN15NXMf4gkqA,4,4.1111111111,3.766723,10
karNX7w6QYUL6aDdgsFsSQ,4,3.75,3.766723,4
Gc_QhW4A7XlTo1jzzPdz3g,2,2,3.766723,4
RBaJjHV1aVb678kBMLQCZQ,3.5,3.7142857143,3.7246136865,7
uGC6iRZ2f7WLAeaptZkQIQ,5,5,3.766723,3
AzNRSPu8LcsedsfZ694uCw,3.5,3.25,3.7358959793,4
KM5i8zMJxBIept04j60tNA,4.5,4.2962962963,3.9648343093,27
5AsVHsqADuurv7NqG-RFLA,4,3.88,3.7246136865,26
kP_NxoI4DyQ1y60i5xsTCQ,3,3.1818181818,3.8942089268,11
XbVqzUHS3c9FhG4lI13c3Q,4,3.9680851064,3.774394311,94
b93AyfRDgrQ8v2o6LCdy5A,1.5,1.3333333333,3.766723,3
Qn8vxCWqe8FL_5MNcc4tpg,4.5,4.5,4.0006609445,28
_AnSrEL8OP8K0o5udRVVcA,3.5,3.5,3.9648343093,6
B5zlpODoLE31jg6Q0W57lw,4,4,3.7599279105,6
CsO0gepSDPwR3Iw2qJJNdw,3,3.2,3.766723,5
ARtxGEA68ZJAqqXpl4yH5Q,3.5,3.25,3.7358959793,4
_Eokx-PeCWvsZEWGU-278A,5,4.8,4.2022130306,10
UETunq2HsmwW9pbsSGWZ6g,3.5,3.25,3.722898352,8
#NAME?,3.5,3.4,3.6563817044,5
UDmbxiR9n1FKhHevNdOqCQ,2.5,2.3333333333,3.766723,3
IsFQ32WyFS3WSoXjUJ1dcQ,3.5,3.3333333333,3.7976340819,9
u3_amLppmBrfBYUfaI0nVw,4.5,4.4285714286,3.7246136865,15
puFrm8eNizztqaWr_e32pQ,3.5,3.75,3.7642197728,57
2qbajPD8M7PJlWWaHSRR5Q,3.5,3.5,3.683373978,22
tehdmMOAXe4roMGAEhJIqw,5,5,3.766723,4
jqZKv-7F54guDLalXEjHxg,3.5,3.6811594203,3.7001647148,69
oSsLoOCxuvG2fvrQmqXYMg,4.5,4.3333333333,4.283094152,6
vGeat2M50_z7Qumsq0A-lA,3.5,3.6315789474,3.7246136865,21
U8VA-RW6LYOhxR-Ygi6eDw,4,3.8461538462,3.6996766291,26
xL7H-eMQDE-y23VL7MpLsA,4,3.8,3.7730313022,15
Q_78bhl_tnjySK2iNmRYWg,3.5,3.5454545455,3.9648343093,11
-6O53B-ksqSKzWM6Y9moEQ,2.5,2.7142857143,3.6366489317,7
ZsLq6mPkGknPcZ-u4a_Rvw,3.5,3.5,3.9705287976,4
mUMikdLRJxeet5uWWGQeZQ,1.5,1.6666666667,3.9685378233,3
