BusinessId,Longitude,Latitute,Stars,ReviewCnt,City,State
A26vuVTI2wwWUVKbykemEw,-111.9569501,33.3492229,3.0,5,Tempe,AZ
IYVGbbABepLZ8j1bvrycLQ,-112.2704632,33.6378021,2.5,4,Sun City,AZ
OuGcrCgeTBrJnEGvLZ3JvQ,-111.940346,33.425938,3.5,40,Tempe,AZ
Nqnsv188jpV-FdIVTuBjOQ,-112.2368451,33.6272882,4.0,13,Peoria,AZ
Wns0UP_28xk6uZ-b6LrMnQ,-112.0301937,33.481724,2.5,5,Phoenix,AZ
Qgp_J83d5e_V9v1ETP0ZHw,-111.7126629,33.594561,3.5,8,Fountain Hills,AZ
h1kwVr1eTpBK0rWfcm5QSg,-112.1136988,33.7150963,3.0,55,Phoenix,AZ
TbaAnzOTX2-boTbAp3e8Qw,-111.788968,33.377523,3.5,61,Gilbert,AZ
zxjMiqlfUuIQRltSuj9FpQ,-111.9095352,33.4210828,2.5,11,Tempe,AZ
HNusESyB6lEgrf5IUwUr_g,-112.0462319,33.5092104,3.5,9,Phoenix,AZ
At8s2nEl6ms75r7JF7VJWg,-111.952872,33.407724,2.5,27,Tempe,AZ
2r8jGeuYvMkyP2ik_X-Bxw,-112.029651966191,33.5100084467657,3.5,92,Phoenix,AZ
RmA5zN-Bs89lsTuY6v8W3Q,-111.9223075,33.4973896,3.0,123,Scottsdale,AZ
oEjdNvlluW5_Ng9kewJFBg,-112.024174,33.510026,2.5,11,Phoenix,AZ
e9nN4XxjdHj4qtKCOPq_vg,-111.87479,33.334712,4.0,192,Chandler,AZ
zOJdahdaaLz7DpfdIucslg,-112.203627,33.666586,3.5,31,Glendale,AZ
IuYs9ys6bwhK-s2_sUKsbQ,-112.2208449,33.4725826,3.5,11,Phoenix,AZ
IkukcWBvBl10_5VPbx-Liw,-111.8601,33.2644333,4.0,28,Chandler,AZ
DXBPI8rR9f_IthOGPDWoIQ,-112.0367284,33.6026595,4.0,22,Phoenix,AZ
9Y5kXneSwv-l-8TODZWQAQ,-112.1003087,33.6834685,4.0,9,Phoenix,AZ
LsHqtkdZPorIC9xOZEpz6A,-111.9693549,33.3058418,3.5,13,Chandler,AZ
8qrICL2tS2Rq7b5gxUdQwQ,-112.2712148,33.637989,3.5,51,Sun City,AZ
zwHM6hz8swKIG-4-BSKMPA,-111.9862419,33.5998438,3.5,11,Phoenix,AZ
gw-V13MyfzFaCTbALfnn2Q,-112.070599,33.378801,4.0,18,Phoenix,AZ
Shl6PtJERnowSJSC4IHbYQ,-112.076718,33.479992,3.5,108,Phoenix,AZ
7gU09QvdWByEsgr45JQ-rA,-111.886982,33.6288709,2.5,9,Scottsdale,AZ
38TiseZcVyypjNzuOROOWQ,-111.979651,33.305766,4.0,4,Phoenix,AZ
t1XhXY-Vt4K1OPLkuOcsfg,-111.9488222,33.5823468,3.5,6,Scottsdale,AZ
Dl75rUIh6VWgg4bRxOLqoA,-112.1516813,33.5384459,4.5,8,Glendale,AZ
NPxgifo782JgvfIDyDOTnQ,-112.294278,33.603332,1.5,5,Sun City,AZ
AoO0FJyUm01lmIJJTcPWEQ,-111.7716542,33.4064076,4.0,47,Mesa,AZ
_-9pMxBWtG_x8l4rHWBasg,-112.0272041,33.5102068,3.5,98,Phoenix,AZ
DQlVVaGbMxf3Ed6rp8A3kA,-111.940552,33.379261,3.5,16,Tempe,AZ
EZ7MD_hOsBZuWEvSjXr7DA,-112.1419746,33.6984601,4.0,28,Glendale,AZ
qkhzmBKShH9QQwh16hMxQw,-112.1363998,33.5530902,4.0,8,Phoenix,AZ
4jf5PMaxpcgA_fhirn5GgA,-111.7561849,33.3680425,3.0,24,Gilbert,AZ
SeqfJOg6jZGx2W1bs142cg,-112.098337,33.553457,4.5,6,Phoenix,AZ
k83LpHfy9j05POm4rxBVSA,-111.858667,33.35096,4.0,11,Chandler,AZ
Me6hKl5pjH2KCuxLZm6pzQ,-111.888963,33.306462,4.0,21,Chandler,AZ
wftoNIA0Q8nX-Da47psBCA,-111.9253728,33.4978182,3.5,67,Scottsdale,AZ
3fWX1wBJDsDiMsFZ1iFzyA,-112.374994,33.657188,1.5,9,Surprise,AZ
Q8OMwgekiTtgClSiRcQcSw,-111.926313,33.4926382,3.0,52,Scottsdale,AZ
0l9e2aBYZfogiSUyxJEL3Q,-112.063844,33.517438,3.5,4,Phoenix,AZ
JzKG_Upd49TVOneDmesELw,-112.0750411,33.4503624,5.0,4,Phoenix,AZ
UAATzhTdfd43S8F0SwXDcw,-112.185498,33.552543,3.5,7,Glendale,AZ
zOCdVUKUN3b-obT67Qjyww,-112.1830859,33.5384434,4.0,171,Glendale,AZ
KRqtYdnDpwqYfWkFhZYjow,-111.979435,33.638907,3.0,20,Phoenix,AZ
EljtR0HL1PSNjm2CebisoA,-112.222145,33.594892,3.5,23,Peoria,AZ
gh-hT8e-XtCExRxe6PKR4w,-111.8405306,33.3966134,2.5,7,Mesa,AZ
IFKTsVSSguMjLBA9mo0x0Q,-111.9184622,33.4148538,3.0,29,Tempe,AZ
by3FW3uQWgAxAaZUSuL9Tw,-111.79015,33.4155338,4.0,4,Mesa,AZ
NcAI7SE1SNlrOEfFg9Wzuw,-112.074198,33.450611,3.0,31,Phoenix,AZ
yCQ2KC8OETCyQDCRw7mXrg,-112.2920313,33.493973,3.5,9,Phoenix,AZ
iDga4CEpgHTaS4VEQ0fQTw,-112.0998877,33.4956214,4.5,17,Phoenix,AZ
c1yGkETheht_1vjda7G5sA,-111.927165985107,33.4537869019623,4.5,477,Tempe,AZ
tvyOw9dBJ-ds5fEXMTjzfQ,-112.079081,33.49112,3.0,31,Phoenix,AZ
VjzclBdSXmf6uNrD0DG2bg,-111.8859721,33.5775051,3.0,5,Scottsdale,AZ
SgGINtDKQgoXoAnQgrDKDg,-111.975816,33.3217349,3.0,28,Phoenix,AZ
SMpL3z4FLF07bRA6-y22JQ,-111.927751,33.492962,4.0,243,Scottsdale,AZ
WHd8fLeMeWKUK6sPyeB-UA,-111.7430967,33.3019012,3.0,29,Gilbert,AZ
NQhPkGeHiljeg7tXPTHJeA,-112.1164816,33.5778831,3.5,29,Phoenix,AZ
FI4ns6iR4ZrhoaYjITf-Mg,-111.9302654,33.4966128,3.5,32,Scottsdale,AZ
nzIJdh8jCuv-uXbQSUmGvw,-112.0534109,33.3052569,5.0,4,Phoenix,AZ
hCtyvahPsEOUb38LKxEQNQ,-111.9255447,33.6235418,3.0,63,Scottsdale,AZ
_ODHYjCmrb3W9hIGJI1uaA,-112.0114032,33.4950082,3.5,92,Phoenix,AZ
2RusLQcgpQ2BajF_1zevKg,-111.864712,33.611653,3.5,44,Scottsdale,AZ
JokKtdXU7zXHcr20Lrk29A,-111.915926,33.4194512,4.5,735,Tempe,AZ
T_Kcz_bkhE9T6YejqFqPxQ,-111.8404958,33.3060217,3.5,57,Chandler,AZ
sZAzeccYUVPjlkrlMooV-g,-111.994039,33.479852,4.0,45,Phoenix,AZ
5BnsHDWrt2z-9d8AzSgkjw,-111.9788671,33.5839581,3.5,55,Phoenix,AZ
9lWwAw9u1IVlYKbGiVOTFg,-111.9300279,33.6556844,4.0,6,Phoenix,AZ
km3g-wDO2KfhfnTvJrLJig,-111.9099121,33.4074413,3.0,62,Tempe,AZ
NK-lGc4ZpuuduTAwK5Y24g,-111.940337,33.417977,3.5,18,Tempe,AZ
VGvieeQwktJPxLMq6I3tkg,-111.9258593,33.5793452,4.0,5,Paradise Valley,AZ
WFqgUll7rgnI4zsjoKAjDQ,-111.85948,33.378288,2.5,9,Mesa,AZ
N_zdv9ApM_RIk_80KsNX5g,-112.221341,33.637664,3.0,20,Peoria,AZ
z8DlBX3FNJUgCVFHN2BPnQ,-111.875858,33.32108,1.5,4,Chandler,AZ
fJfh5j2f9AhivqGelAThsg,-112.153592,33.655418,3.5,3,Glendale,AZ
vvOs19XKHBLl1FLYWLd2wQ,-112.3802113,33.4922373,3.5,4,Goodyear,AZ
s0kRiHawc3BlFAU8I-GU9w,-112.1241636,33.5818256,3.5,4,Phoenix,AZ
aUHHfCiFtGhN5R6KXCsBKw,-111.9965162,33.5098007,3.5,12,Phoenix,AZ
4VSP4PlU1r09iSC4BLr6tQ,-112.070415,33.4587863,4.5,26,Phoenix,AZ
OvlAlAkiyyCILkq-TylBWg,-111.9216148,33.8243058,3.0,7,Carefree,AZ
S8R5c7-plWe3NtmijYAJvg,-111.9893448,33.494594,3.5,43,Phoenix,AZ
rKJfdpky5d8al-V6GPSP5A,-111.9258968,33.5830195,3.5,8,Scottsdale,AZ
6_QjplxfPda-CxP_hAWj9g,-112.0297828,33.4874299,4.0,12,Phoenix,AZ
Hlu6geDGG44x_Vk9sP_-Vg,-111.9788107,33.4043912,3.5,6,Phoenix,AZ
psm1tqE9dxRWWictMCnLuQ,-112.011111,33.3787809,3.0,8,Phoenix,AZ
52QtjHlHoa7V611bOvv1aw,-111.924255,33.5022311,3.5,139,Scottsdale,AZ
tIjSEmzoyo-4v5POaDQwGQ,-111.936433,33.422794,3.0,3,Tempe,AZ
tHztlek7Ecs-5ZonXUATyA,-111.965949,33.351358,3.0,8,Tempe,AZ
c6O2rCTMbC4dDJe8DbXiuA,-111.7500696,32.8796747,4.5,3,Casa Grande,AZ
w8GkMhkffGBW1DBzihMLcA,-111.870743,33.538622,2.5,3,Scottsdale,AZ
6I-mDaBLkOFrN-XkMWPr7g,-111.78416,33.81574,4.0,14,Scottsdale,AZ
vARjqeIkSNsazHltujiq4Q,-111.8761389,33.362719,4.5,333,Mesa,AZ
eRhl0bBMEeCRaOJ8gbSw9Q,-112.254559,33.4780159,4.0,8,Phoenix,AZ
tA2DT7CGQPzgA6tTcTkXDw,-111.927321,33.583142,4.0,33,Scottsdale,AZ
bOB11LVavtN9PWTNwR52Tw,-111.928258,33.498915,3.0,108,Scottsdale,AZ
JjNzg4kWtynK-brdgKh-9A,-111.9055104,33.5737667,3.5,3,Scottsdale,AZ
_ISHH8x8Qe6IoVTQWegbpQ,-112.0136128,33.4361911,2.0,4,Phoenix,AZ
pNJhovUsGAZ4XqG3lCU-5g,-112.0656011,33.6392042,4.0,10,Phoenix,AZ
aCwCa7QMycZInFChAGU9pQ,-112.280698,33.464886,4.5,5,Avondale,AZ
SAEr_2rJLNFr3aPv0DlSWg,-112.075677,33.450047,3.5,54,Phoenix,AZ
C37jakxE5TX6ccAfjp2kJA,-112.0273984,33.5093706,3.5,5,Phoenix,AZ
gkv2XvXpFgiq4Bb2XK7YmQ,-112.07107588649,33.446885057319,2.5,60,Phoenix,AZ
vwZ15OkVO6PemAe87k0M-Q,-111.9297091,33.493181,4.0,124,Scottsdale,AZ
iIoXkSIYVsj-bH-yWqWB1Q,-112.2739855,33.465184,4.5,4,Avondale,AZ
XFf_SY9mZe0XGYjPetzpbQ,-112.0292056,33.3777009,3.5,4,Phoenix,AZ
S-QjTijhGYvEKvDznUTqeg,-111.8402013,33.3809648,2.0,3,Mesa,AZ
-5rFC4EVrT-v8g1PSEf6Xg,-112.3408511,33.4823893,4.0,35,Avondale,AZ
fK7ujDbjhRFEe2D7eIwK4w,-111.9296765,33.5025941,3.5,170,Scottsdale,AZ
vP61sXEXF4SssXR5zIhrGA,-111.8047382,33.4515072,3.0,5,Mesa,AZ
7csrFXGe4mIVpHL-GcD9ZA,-111.887185,33.581087,4.5,3,Scottsdale,AZ
V5QdxePG-pGPXVPHSLLM9A,-112.055538,33.511525,4.0,99,Phoenix,AZ
Bdwv20CSRQ6hGlkQtn67xw,-112.169054,33.391334,4.5,6,Laveen,AZ
9BH18avE46LlHMvJn67MaA,-112.0739944,33.4500539,3.5,33,Phoenix,AZ
-luJmoJUWtS4iQh7Bbbblw,-112.1672533,33.5677839,3.5,7,Glendale,AZ
nCeeguQS-MHQRifOpKzwUg,-111.964138,33.317906,2.5,8,Chandler,AZ
f67EBuoqqgW4h1OcG_K7kA,-111.926212,33.637775,3.0,7,Scottsdale,AZ
IqOTL8BDF1PS5DAgD9oHnA,-111.9689603,33.30512,2.5,5,Chandler,AZ
A4GZVV0M7qRokP1TC7jn4w,-112.1129733,33.7150071,2.5,28,Phoenix,AZ
G--jKQu95BxPI5r3aTiYhg,-112.0977169,33.4514292,3.0,4,Phoenix,AZ
7UTlEVHU5v2xBLdkGghyzQ,-112.0119403,33.4953259,3.5,21,Phoenix,AZ
9BJ5h9X1krpXFjKj0a6wbg,-112.0474855,33.5242874,4.5,230,Phoenix,AZ
KYZxLGAZ0VjmURSnm1SWxQ,-111.839969,33.3941983,3.0,5,Mesa,AZ
yA9gOueRPoQ4-Y8Xdu8k3Q,-112.259674072266,33.5356713795255,4.0,48,Glendale,AZ
69t2S1u7Rf6qM_c14b42xQ,-112.0207733,33.4952163,3.0,20,Phoenix,AZ
e48-VRt7HsDr9GEcoCjPwA,-111.8929067,33.6470543,3.5,5,Scottsdale,AZ
leKkE1HdjnqlatTZ5H4CuQ,-111.874965,33.319395,2.5,6,Chandler,AZ
_L9E4eZWX0vdePNjU1xtuQ,-111.924054,33.701112,4.5,48,Scottsdale,AZ
ukUuBT8zVXNC7Zz34cctAw,-112.1142778,33.7110102,3.5,41,Phoenix,AZ
HBzv6vjTkeM-s_UIFCg2gg,-112.345359,33.430535,3.5,31,Avondale,AZ
HDvCnqIf5twbMb5-eG1EJw,-111.9216835,33.5822084,4.0,187,Scottsdale,AZ
QZ0IytLrt6z5DCqiP_LJbA,-112.2634935,33.5324161,3.0,3,Glendale,AZ
hfKi84ErK10adnRAW5OiSw,-111.9746066,33.678615,3.0,15,Phoenix,AZ
x_mxrJALBi5No9CxRswEaQ,-112.2029352,33.6693312,4.0,55,Glendale,AZ
vvMR0jgDoBA-g1XgZy8sEg,-111.978579,33.677854,4.0,155,Phoenix,AZ
aZFxdrDmfO10e3k2LNNFPw,-111.756931,33.347758,3.5,15,Gilbert,AZ
1xu5wFd0TeBg6xNBiRtknw,-112.0594876,33.5092093,3.5,23,Phoenix,AZ
s8cHXeSlX_aPI2x49UkCCg,-111.859677,33.313774,4.0,97,Chandler,AZ
X6PFtUdbCIOrr0r5suKlRg,-111.97827,33.4064532,4.0,3,Tempe,AZ
MagW3D2UDQaP6KHzhauUHw,-111.9060007,33.6717895,4.0,34,Scottsdale,AZ
PzOqRohWw7F7YEPBz6AubA,-112.200264,33.712797,3.5,14,Glendale Az,AZ
Yg__fykqkqsGaPnX5x9bBQ,-111.875533,33.413062,2.0,10,Mesa,AZ
j5HLcBru7FEirYJPbKFVWA,-111.9781795,33.6032634,3.5,40,Phoenix,AZ
wRYdSL-AI47fPW78Bh4Hww,-112.0462108,33.4596905,4.0,5,Phoenix,AZ
PlUIAROWvdsM0KQV7IIqqA,-112.1849825,33.6107458,2.5,5,Glendale,AZ
oY71G_AaKlF4Il-gt4L2OQ,-111.9193401,33.3742118,3.5,34,Tempe,AZ
0YCV8260mMgN0PxuzAtO3g,-112.0740911,33.4503008,2.5,3,Phoenix,AZ
Rg4dHuszzF0Mb4yqtoHSiA,-111.634661,33.377437,4.0,35,Mesa,AZ
vWnlScr9y2F6_ctDJZ6XLg,-111.9513452,33.8332781,4.0,58,Cave Creek,AZ
aBjWR-Mol58GMsRAdz2Tjw,-112.233809,33.6355157,3.5,40,Peoria,AZ
ib-y5nsfn3unE0lLY1vfAw,-112.042514,33.509702,3.5,94,Phoenix,AZ
7AHd-F65U_ikSsHxhIaBQA,-111.688728,33.320058,2.5,3,Gilbert,AZ
xbZo8aMOOobPRzHKqmA88g,-112.272659,33.7084086,3.5,15,Peoria,AZ
lzS66BeoLL0GRn1KrlmmFg,-112.117261,33.551991,3.0,5,Phoenix,AZ
71jwNmlPbJsPZJWAdmj7ig,-112.0700483,33.440996,4.0,11,Phoenix,AZ
3u18RVyDlsy3Y-Mrt9Cukg,-112.296413,33.872482,4.0,4,Morristown,AZ
cpfqZ_968LCuIyHJ3X46NQ,-112.173696,33.494229,3.0,7,Phoenix,AZ
XWvht_1ZLdK7EHJ3jo4q0g,-111.9300279,33.6556844,4.0,269,Phoenix,AZ
EqyNGesG22jNfNT5pmfYgw,-112.1201741,33.5964011,4.0,27,Phoenix,AZ
ugzBjxLS8wchZcASnHJO2g,-112.133603,33.581488,3.5,3,Phoenix,AZ
DvPsl-CtYj3Q5GnOgClyew,-111.8915244,33.6396856,3.0,7,Scottsdale,AZ
eONS7DP6U9BV3lkqGAUbOg,-111.8398706,33.3817443,3.5,18,Mesa,AZ
mUVTlJSil_xyjPD6qMx8UA,-112.1000362,33.5014106,4.0,35,Phoenix,AZ
DOmvaki70flMQ8W-yGbaHA,-112.253601,33.65312,2.0,8,Peoria,AZ
Ql2cV2A9alEOlFySzEGNVw,-112.065358,33.507953,4.0,5,Phoenix,AZ
pdsK3YZfXZbzOEVpGNcilg,-112.168103456497,33.4670876585058,3.0,10,Phoenix,AZ
OFBJtqWGSx6n6CchtVmoRw,-112.0146407,33.5100398,4.0,502,Phoenix,AZ
nBfusVbqwul0BU0Rcrlelw,-111.9780071,33.3197625,3.0,94,Phoenix,AZ
d83_qJwcOYOojQsapu1Z4A,-112.100731,33.626933,4.0,41,Phoenix,AZ
bNu-PVXtfyLE6A1qv9bDcA,-111.923346,33.5017349,4.5,6,Scottsdale,AZ
TMZP6Kzkc-FytzgbgIC9JA,-111.8960397,33.3057308,3.5,100,Chandler,AZ
DJIFdD76VW68mpyjRAZQFA,-111.9306348,33.4936893,3.0,5,Scottsdale,AZ
LmbVSU7Diel5lR2b6AS5SA,-111.9114168,33.3656883,3.5,53,Tempe,AZ
C6CkpFQExivxorxMt2ZszA,-112.3260929,33.5748903,5.0,4,El Mirage,AZ
bEQjf7c-9qkNWgXvriSGZw,-111.951499,33.304845,3.5,24,Chandler,AZ
bMqkyZZzfJ3CnmrgGBjJGg,-111.9265784,33.4139364,2.5,3,Tempe,AZ
WYg3T9O4dX7FGaiQC4ooxQ,-112.2315561,33.6378367,2.5,5,Peoria,AZ
h_764eIV-D3n7qjyBmluug,-111.6701409,33.4156823,4.0,24,Mesa,AZ
qgXhs-oY900b-cqY1NIcOw,-111.88034,33.5945419,3.5,17,Scottsdale,AZ
eJpr6Ks8pr4bmvDVPTN-Xg,-111.890093032168,33.5690606322968,4.5,77,Scottsdale,AZ
qMM8kigvEnfAkbTX7V1o_Q,-111.990434,33.757546,1.5,5,Cave Creek,AZ
y64emAT5wGuCiqJgRbCXIg,-111.629764,33.414983,4.5,6,Mesa,AZ
l4ymgiD1WnsSrwxWWk7a3Q,-111.979961,33.3190981,3.5,10,Phoenix,AZ
rB1CNenQbYtQ0D6sqoJe3A,-112.1549576,33.5821186,3.5,9,Glendale,AZ
CV4DDFG6tII-ehzaWPXK4g,-112.1203279,33.6674187,4.0,54,Phoenix,AZ
EXSivnM_kjqL29uwJt1owg,-111.785202,33.335064,3.5,17,Gilbert,AZ
Sodko0hlMg7F5doNJGKcWQ,-112.125528,33.667839,3.0,48,Phoenix,AZ
r6Hq9Cdh6eknx_1syrdusg,-112.280345,33.599354,2.5,3,Sun City,AZ
9AbyBqGWHYZC73GlyAuTrQ,-111.926350593567,33.5302696775354,4.5,110,Scottsdale,AZ
byhwHi0lhYdyY5kSpuqoaQ,-111.9403254,33.6071829,3.5,166,Scottsdale,AZ
oiLe3lqMFaZtsSpRuIUChw,-112.0995016,33.5520214,4.0,44,Phoenix,AZ
-mz0Zr0Dw6ZASg7_ah1R8A,-112.0741278,33.4460879,3.0,45,Phoenix,AZ
6S3zqOG3NyYTc8r6LwvM7g,-112.09836,33.656005,3.0,22,Phoenix,AZ
Y5ftpklvYcdviNKMrRP_yw,-111.5984385,33.381469,3.5,15,Mesa,AZ
Lc-ZYyI83FpEe-8u_LSODQ,-112.203707,33.665965,3.5,29,Glendale,AZ
a5ovPlhQkcA27FFu664xKA,-112.073407,33.3777494,3.5,4,Phoenix,AZ
zp713qNhx8d9KCJJnrw1xA,-112.0475116,33.4691316,4.0,307,Phoenix,AZ
mzbQCUmd135tsNW6hY3G6A,-112.06466,33.531328,3.0,42,Phoenix,AZ
1J1iid_qU__8_CxiS2Zw4Q,-111.862526,33.3925142,3.0,5,Mesa,AZ
fgZ2zBACNGcRwyTGCNHWdg,-111.895612,33.321515,5.0,3,Chandler,AZ
T5HYqRADhAL6VPRAacz74Q,-112.048124,33.525861,4.5,36,Phoenix,AZ
-nmr-3l0EmQaZAGEoXgk4w,-111.924461,33.495574,3.0,4,Scottsdale,AZ
SNpVV5viJ2aPylP6bkAx8Q,-111.935878,33.414249,3.0,17,Tempe,AZ
C7utE_DN2kgE-68_VF8ftw,-111.966112,33.683479,2.5,13,Phoenix,AZ
YjTdvr2K-1sQ-VKaPXrkgw,-111.821208,33.3359514,4.0,8,Gilbert,AZ
W8Gjzs5mxSU9aA77l-V9fA,-112.1560021,33.4513376,4.0,6,Phoenix,AZ
JEreQgso7MH_Io3DXGsEOw,-111.965274810791,33.6753542414738,4.0,54,Phoenix,AZ
R1kKjAO5kZO6d0gQGqrvGA,-111.9297442,33.3782275,3.5,105,Tempe,AZ
UcEaSZ2nd721f0C67zN23w,-111.977079,33.3791269,3.5,6,Tempe,AZ
TrUlUCfoa1L034YKEermnQ,-112.091858,33.640396,4.0,3,Phoenix,AZ
o2BeeJmpf_J9EmC8HQoHRA,-111.9641728,33.5388471,4.0,12,Paradise Valley,AZ
Um7H0mNmEKIUVRSogJklwg,-111.9654688,33.3794253,3.0,30,Tempe,AZ
lnv6CfmevO0EEoB_8M1Czw,-111.8782115,33.640005,4.5,11,Scottsdale,AZ
vIDQO_9Ytf10vEndDOih8Q,-111.859837,33.360804,4.0,86,Mesa,AZ
UI8iKvzhGn2qZCGIqtQqrQ,-111.9533039,33.4218047,4.0,184,Tempe,AZ
9OtcE1XTl3xeB-icTU15FQ,-112.2029352,33.6693312,2.5,5,Glendale,AZ
cp39VURFby4A6u9m2It8jg,-112.0275918,33.5095354,3.5,305,Phoenix,AZ
dYZ9YiA1JYlFoul-yorXSQ,-111.8737901,33.6227281,4.5,28,Scottsdale,AZ
y4bkwSDssQTlFOYZS76K7A,-112.231662,33.638669,3.5,69,Glendale,AZ
glDy-a_H8hEuUwKp7-RUcQ,-112.340311,33.46722,3.5,4,Avondale,AZ
RJ7EU1BhXlsOLnH_ozjLXw,-112.2368451,33.6272882,5.0,7,Peoria,AZ
6MiHb8z9MilnCafsyxuZAg,-111.9390991,33.392643,2.0,3,Tempe,AZ
2W2AwR-5z_jQ0Ihg9A5cPg,-111.875578,33.394432,4.0,11,Mesa,AZ
FFCkoA_L3cqYXtHtLyvxwA,-112.063826,33.5095,4.0,75,Phoenix,AZ
EOCQ5E0lakUyBvUH0L9--g,-111.9891629,33.4950886,3.0,6,Phoenix,AZ
NBvrN_ZDpmBCsPI1qLj1Qw,-111.926688,33.471677,4.0,57,Scottsdale,AZ
oHwkJgs5Fi0HuUISgtz_Gw,-112.072167,33.455863,3.5,22,Phoenix,AZ
I4L_MJOZsnux3xCU2bLP8Q,-112.073121,33.482498,3.5,8,Phoenix,AZ
n4mfUCDXHsg0GH50HzJpug,-111.895256,33.582876,3.5,24,Scottsdale,AZ
AqdFUHo_is8NfBh_n7tlHg,-111.87918,33.2475,3.5,3,Chandler,AZ
4SbNOPZZ2PG-c74gH1Tx9g,-112.360046,33.450195,4.5,3,Goodyear,AZ
ZpOCuKJCrgyLfOsiPxoDLg,-111.9260519,33.4941704,4.5,6,Scottsdale,AZ
