City,Street,AvgStars,BusinessCnt,TotalReviewCnt,MRSE
Scottsdale,ChaparralRoad,2.5,1,7,0.0
Scottsdale,ParadiseLn,3.5,1,13,0.0
Gilbert,WilliamsFieldRd.,4.5,2,18,0.0
Mesa,TestDr,3.5,3,12,0.7071067811865476
Chandler,56thSt,3.75,2,8,1.25
Coolidge,CoolidgeAvenue,2.0,1,3,0.0
Mesa,GreenfieldRd#114,1.5,1,7,0.0
Chandler,RayRoad,Suite42,1.5,1,4,0.0
Scottsdale,83rdWay,5.0,1,3,0.0
Tempe,8thSt,4.5,1,735,0.0
Chandler,DelawareSt,4.166666666666667,2,18,0.7453559924999299
Carefree,EasySt,3.0,1,7,0.0
Phoenix,GreenwayRd,3.73728813559322,38,354,0.5896177939704504
Phoenix,ArizonaGrandPkwy,3.0,3,116,0.0
Phoenix,28thDr,3.6782608695652175,9,115,0.5199970917469932
Peoria,ernAve,4.5,1,8,0.0
Chandler,HillcrestDr,5.0,1,8,0.0
Scottsdale,71stSt,4.090909090909091,3,11,1.2026142323020867
Mesa,OllaAve,5.0,1,4,0.0
Chandler,HighlandSt,4.5,1,3,0.0
Tempe,MitchellDr,3.5,1,10,0.0
Scottsdale,5thAve,4.250997605746209,37,1253,0.4491823315242544
Phoenix,ChandlerBoulevard,3.5,3,10,1.224744871391589
Phoenix,MortenAve,4.0,1,4,0.0
Tempe,VaughnSt,4.5,1,5,0.0
Mesa,MainStreet,3.578125,12,64,0.7767055326022855
Queen Creek,RobertsRd,5.0,1,3,0.0
Mesa,UniversityDrSte22,3.5,1,5,0.0
Litchfield Park,OldLitchfieldRd,3.415492957746479,4,71,0.3458599762763007
Phoenix,EncantoBlvd,3.5,2,28,0.0
Anthem,AnthemClubDr,4.0,1,3,0.0
Gilbert,ValVistaDr,3.6182965299684544,39,317,0.6436143018013406
Phoenix,33rdAve,4.0,1,7,0.0
Gilbert,SinovaCt,4.5,1,3,0.0
Paradise Valley,ScottsdaleRoad,2.9791666666666665,6,24,1.167968024200815
Tempe,FarmerAve,4.0,2,68,0.0
Queen Creek,OcotilloRoad,4.5,1,4,0.0
Tempe,OrionSt,5.0,1,3,0.0
Gilbert,PecosRoad,4.0,1,3,0.0
Scottsdale,McDowellMountainRanch,3.0,1,3,0.0
Phoenix,ParksideLn,4.0,1,5,0.0
Phoenix,MontecitoAve,4.0,1,20,0.0
Scottsdale,EvansRd,4.020833333333333,4,24,0.8836379191853541
Glendale,CactusRoad,3.9545454545454546,2,11,0.8907235428302466
Scottsdale,MontgomeryRd,5.0,1,3,0.0
Tempe,BaselineSt,4.0,1,60,0.0
Phoenix,15thAveSte201,2.5,1,3,0.0
Scottsdale,87thSt,3.7363636363636363,7,110,0.7498760228109557
Glendale,55thAvenue,4.5,1,14,0.0
Glendale,ThunderbirdRd,3.8248407643312103,32,471,0.5399130288092444
Surprise,WaddellRd,3.5842105263157893,13,95,0.7768107253682144
Sun Lakes,RiggsRd,3.65,4,30,0.7088723439378912
Phoenix,GreenwayRoad,3.3181818181818183,7,44,0.6915965479410427
Sun City,BellRoad,2.25,2,8,0.25
Buckeye,MillerRoad,2.5,1,3,0.0
Glendale,GlenHarborBlvd.,5.0,1,3,0.0
Chandler,3111WChandlerBlvd,5.0,1,5,0.0
Paradise Valley,McdonaldDr,5.0,1,5,0.0
Tempe,BaselineRd,3.729076479076479,49,1386,0.5637678707093629
Phoenix,23RdAvenue,2.5,1,10,0.0
Surprise,GreenwayRd,3.7973684210526315,12,190,0.5152857368312435
Glendale Az,HappyValleyRd,3.5,1,14,0.0
Tempe,52stSt,3.5,1,22,0.0
Higley,RayRoad,2.5,1,11,0.0
Phoenix,10thSt,5.0,1,5,0.0
Scottsdale,BellRd,3.5405727923627683,28,419,0.6068626281742366
Guadalupe,AvenidaDelYaqui,4.345238095238095,2,42,0.23114866474937618
Queen Creek,GantzelRd,3.25,2,8,0.9682458365518543
Phoenix,RiverpointPkwy,3.0,1,9,0.0
Phoenix,GrandAve,3.7427325581395348,15,344,0.4278863390814501
Scottsdale,PinnaclePeak,5.0,1,3,0.0
Phoenix,5thSt,4.037735849056604,10,530,0.2369033041291277
Fountain Hills,PalisadesBoulevard,4.5,1,5,0.0
Scottsdale,GaineySuitesDr,4.0,1,16,0.0
Peoria,UnionHillsDrive,2.75,2,10,1.25
Phoenix,5thAve,4.494974874371859,2,597,0.07070978532397129
Scottsdale,FairmountAve,5.0,1,5,0.0
Mesa,ValleyAutoDrive,4.5,1,7,0.0
Sun City,ReemsRd,4.0,1,30,0.0
Phoenix,UnionHillsDr,3.4345238095238093,29,252,0.8822986816939152
Tempe,ScottsdaleRoad,3.6470588235294117,6,34,0.6127254898823429
Tempe,ForestAve,3.8698224852071004,4,169,0.35780473563597215
Scottsdale,HaydenRd,Ste15,5.0,1,3,0.0
Phoenix,7thAve,3.9046762589928057,81,2502,0.4726810480750695
Phoenix,7th,4.5,1,3,0.0
Phoenix,OlympicDr,3.0,1,4,0.0
Phoenix,CactusRd,Ste206,5.0,1,4,0.0
Phoenix,BellRdSte17,3.5,1,4,0.0
Tempe,KyreneRd,3.8715277777777777,8,144,0.749413029054929
Youngtown,111thAve,3.5,1,3,0.0
Phoenix,RayRdOfc,2.5,1,3,0.0
Mesa,CentennialWay,3.260869565217391,3,23,0.2497635933277404
Tempe,McClintockAve,3.0,1,7,0.0
Maricopa,HoneycuttAve,3.0,1,8,0.0
Scottsdale,EarllDr,4.03125,4,16,1.4733969042657855
Scottsdale,McDowellMtRanchRd,4.0,1,9,0.0
Tempe,ToddDr,5.0,1,3,0.0
Avondale,BuckeyeRoad#105,3.0,1,4,0.0
Glendale,SunsetBlvd,2.5294117647058822,2,119,0.11764705882352941
Gilbert,WarnerRdSte105,3.0,1,7,0.0
Scottsdale,WinfieldScottPlz,3.5,1,124,0.0
Queen Creek,EllsworthLoopRd,3.5,3,13,0.3396831102433787
Scottsdale,PrincessBlvd,3.2125,3,40,0.4594493987372276
Anthem,OpportunityWay,5.0,1,5,0.0
Phoenix,CamelbackRoad#B2,3.0,1,5,0.0
Scottsdale,ViaDeVenturaSte104,5.0,1,3,0.0
Surprise,BellRoad,3.1553398058252426,13,103,0.6348653485154102
Scottsdale,116St,3.5,1,3,0.0
Scottsdale,91stSt,3.6451612903225805,6,31,1.3087395338774706
Mesa,BassProDr,4.5,1,21,0.0
Phoenix,43rdAvenue,4.5,1,8,0.0
Tempe,courtWay,3.5,1,69,0.0
Goodyear,EstrellaParkway,2.75,2,6,1.75
Guadalupe,AvenidadelYaqui,4.0,1,6,0.0
Tempe,JentillyLn,5.0,1,5,0.0
Tempe,PriestRd,3.0,1,41,0.0
Phoenix,MetroPkwyWest,3.0,1,3,0.0
Tempe,8thStreetOfc,2.5,1,3,0.0
Mesa,HigleyRoad#102,3.5,1,3,0.0
Scottsdale,CamelbackRd,3.7656353591160223,125,4525,0.47772626720125233
Phoenix,GreenwayBlvd,3.0,1,21,0.0
Goodyear,LitchfieldRd.,3.0,1,3,0.0
Tempe,52ndStreet,2.68,2,25,0.7332121111929344
Scottsdale,CrescentMoonDrive,4.0,1,53,0.0
Chandler,GilbertRoad,3.5,1,4,0.0
Phoenix,SweetwaterAve,5.0,1,3,0.0
Peoria,HappyValleyPkwy,4.5,1,10,0.0
Mesa,HigleyRd.,2.0,1,3,0.0
Phoenix,2ndStreet,2.0,1,3,0.0
Phoenix,MetroPkwyE,3.5633333333333335,10,150,0.37989764703433243
Chandler,PecosRd,3.7916666666666665,5,48,0.43100335136619167
Scottsdale,83rdPlSte4,5.0,1,3,0.0
Scottsdale,Scottsdale,4.5,1,4,0.0
Coolidge,ArizonaBlvd,3.8333333333333335,2,9,0.7453559924999299
Phoenix,1stSt,3.857294994675186,15,1878,0.317030835867451
Mesa,ClearviewAve.,3.0,1,13,0.0
Tempe,KyreneRoad,1.5,1,4,0.0
Phoenix,MetroPkwyW,3.608108108108108,16,185,0.6144117724706085
Mesa,Longmore,3.119047619047619,4,21,0.4054615801411048
Glendale,ParadiseLn,3.5,1,3,0.0
Cave Creek,TatumBoulevard,4.5,1,3,0.0
Carefree,HumRd,3.4375,2,8,1.2103072956898178
Mesa,BroadwayStreet,4.5,1,8,0.0
Phoenix,46thSt,4.5,3,9,0.408248290463863
Phoenix,DaisyMountainDr,2.0,1,4,0.0
Chandler,ChandlerBoulevard,3.2333333333333334,25,135,0.900205737801293
Mesa,SignalButte,4.0,1,8,0.0
Gold Canyon,USHwy60,2.4411764705882355,3,17,0.44991348649348106
Gilbert,LindsayRoad,3.5,1,5,0.0
Scottsdale,DynamiteBlvd,4.318181818181818,3,33,0.385694607919935
Phoenix,LoneCactusDr,3.1,4,20,1.319090595827292
Gilbert,RayRoad,3.5,1,3,0.0
Casa Grande,4thStreet,3.0,1,3,0.0
Scottsdale,GreenwayRdSte107,4.0,1,4,0.0
Chandler,GermannRd,3.5,26,421,0.5949111193321135
Buckeye,MillerRd,3.0,1,11,0.0
Peoria,GolfClubDrive,3.5,1,4,0.0
Scottsdale,ScottsdaleRd#108,4.0,1,6,0.0
Glendale,OliveAve,4.0064935064935066,20,231,0.6336189595400143
Mesa,AlmaSchoolRdSte103,4.5,1,3,0.0
Glendale,SunriseBlvd,3.142857142857143,3,98,0.22587697572631282
Scottsdale,GrayRd,4.45,3,10,0.4153311931459038
El Mirage,Thunderbird,2.0,1,12,0.0
Phoenix,23rdAve,4.117647058823529,3,17,0.6070519835455969
Peoria,91stAve,5.0,1,3,0.0
Gilbert,GilbertRoad,3.0357142857142856,10,42,0.7668182340565675
Sun City,GrandAvenue,2.5,1,3,0.0
Phoenix,MaricopaFwy,4.785714285714286,2,7,0.24743582965269675
Tolleson,99thAve,3.8444444444444446,6,45,0.7365250408522911
Mesa,LeonoraCir,5.0,1,3,0.0
Phoenix,BarwickDr,2.0,1,5,0.0
Peoria,KeltonLane,4.0,1,3,0.0
Gilbert,KnoxRd,3.5625,2,8,0.7261843774138906
Chandler,RiggsRd,4.1923076923076925,8,39,0.38589530623826696
Scottsdale,FirstSt,2.5,1,3,0.0
Glendale,57thAvenue,1.5,1,3,0.0
Phoenix,28thAve,2.0,1,6,0.0
Scottsdale,ScottsdaleRd.,3.9375,6,80,0.4897384506039933
Scottsdale,OsbornRoad,1.5,1,8,0.0
Gilbert,ValVistaRd,4.5,1,32,0.0
Scottsdale,BrownAvenue,2.5,1,3,0.0
Glendale,HannaLn,3.3529411764705883,2,17,0.7624400821656306
Tempe,CurryRd,5.0,3,26,0.0
Surprise,LitchfieldRd,2.9918032786885247,8,61,0.5469123710692549
Mesa,GilbertRoad,3.3333333333333335,4,15,1.0274023338281628
Phoenix,16ThSt,3.0,1,4,0.0
Phoenix,27thAve,4.2051509769094135,26,563,0.5512057865482435
Tempe,15thStreet,3.5,1,8,0.0
Chandler,OregonSt,3.943396226415094,2,106,0.158423166261761
Queen Creek,OcotilloRdSteI121,3.5,1,3,0.0
Gilbert,ValVistaDr#110,4.0,1,20,0.0
Peoria,VistanciaBlvd,3.0,1,6,0.0
Peoria,ParadiseLn,3.5,2,6,0.0
Tempe,RooseveltSt,4.5,1,5,0.0
Avondale,ThomasRd,4.5,1,10,0.0
Phoenix,CamelbackRdSte101,5.0,1,4,0.0
Gilbert,CooperRd.,3.0,1,4,0.0
Avondale,DysartRd,3.8111455108359134,29,323,0.5493589739252189
Mesa,LongbowPkwy,4.0,1,5,0.0
Maricopa,MaricopaRd,3.53,6,50,0.5950630218724736
Phoenix,14thSt,4.5,1,107,0.0
Scottsdale,71stPl,4.0,2,13,0.0
Phoenix,18thWay,5.0,1,6,0.0
Laveen,BaselineRd,2.9593023255813953,13,86,0.9468893880757171
Mesa,PowerRd,3.9168490153172866,46,457,0.501289939081361
Mesa,ArborAve,5.0,1,4,0.0
Chandler,SycamorePl,5.0,1,4,0.0
Mesa,StapleyDrive,2.7604166666666665,9,48,0.7429500833763254
Glendale,MarylandAve,4.048192771084337,3,83,0.21417335945338767
Phoenix,MarylandAvenue,5.0,1,3,0.0
Peoria,GrandAve,3.05,5,20,1.6725728683677732
Scottsdale,PimaRoad,Ste100,5.0,1,5,0.0
Scottsdale,FrankLloydWright,4.0,2,8,0.0
Glendale,HappyValleyRd,3.8205128205128207,13,117,0.8018715780057379
Phoenix,RayRd,3.5358942065491186,60,794,0.5746831512443344
Phoenix,WoodDr,5.0,1,5,0.0
Phoenix,ChaunceyLn,3.4133333333333336,5,75,0.1892675942210452
Mesa,CountryClubDr,3.8421052631578947,32,551,0.5325403248873285
Glendale,CamelbackRd,3.630434782608696,4,23,0.33678116053977536
Phoenix,AcomaDr,5.0,1,7,0.0
San Tan Valley,HuntHwy,3.3125,2,32,0.46351240544347894
Chandler,PriceRoad,4.0,1,6,0.0
Cave Creek,ValleyWay,3.5,1,4,0.0
Chandler,WildhorsePassBlvd,3.5,1,16,0.0
Mesa,IngramSt,2.0,1,4,0.0
Casa Grande,FlorenceBlvd.,3.8448275862068964,4,29,0.5586845429661949
Phoenix,BiltmoreDr,2.5,1,3,0.0
Tempe,ConferenceDr,3.5,1,3,0.0
Tempe,Guadalupe,3.5,2,11,0.0
Tempe,MillAveSte201,3.5,1,7,0.0
Glendale,95thAve,3.1710526315789473,8,114,0.5767001842318717
Surprise,ReemsRd,4.13,6,50,0.6618912297349165
Scottsdale,StetsonDrSte140,1.5,1,3,0.0
Phoenix,28thSt,4.8125,2,8,0.24206145913796356
Anthem,AnthemWaySteB154,5.0,1,3,0.0
Glendale,GlenHarborBlvd,3.5,2,10,0.0
Glendale,ThunderbirdRoad,Ste.115,5.0,1,3,0.0
Phoenix,51stAve,3.9242424242424243,4,33,0.9138762939394074
Mesa,ImpalaAve,4.0625,2,8,0.7261843774138906
Phoenix,LincolnDr,4.366197183098592,8,71,0.3020790223877073
Phoenix,BrookwoodCt,5.0,1,5,0.0
Glendale,CamelbackRoad,4.5,3,9,0.408248290463863
Phoenix,ParadiseVillagePkwyW,3.5,1,10,0.0
Phoenix,ParadiseVillagePkwyS,3.34,3,25,0.4409081537009721
Phoenix,CamelbackRd,SteA-16,3.5,1,3,0.0
Avondale,ClubhouseDr,3.5,1,3,0.0
Glendale,ArrowheadCenter,3.0,1,9,0.0
Scottsdale,MainSt,3.83184855233853,16,1347,0.34857190578147784
Carefree,TomDarlingtonDr,4.072847682119205,5,151,0.2598863161635574
Glendale,GlendaleAvenue,2.3,6,20,0.9407443861113388
Chandler,GlenviewPl,2.5,1,3,0.0
Cave Creek,SpurCrossRd,4.5,1,7,0.0
Phoenix,CentralAvenue,3.5833333333333335,15,114,0.5457839471430653
Peoria,DeerValleyRdSte110,3.5,1,4,0.0
Scottsdale,PoinsettiaDrive,3.5,1,17,0.0
Mesa,39thSt,5.0,1,3,0.0
Litchfield Park,gwamBoulevard,2.5,1,9,0.0
Scottsdale,102ndWay,4.5,1,36,0.0
Tortilla Flat,MainSt,3.5,1,33,0.0
Mesa,8thSt,3.858695652173913,4,46,0.38537169350512684
El Mirage,DysartRd,3.5,2,8,0.0
Fort McDowell,TohVeeCir,4.5,1,17,0.0
Phoenix,BellRd.,2.8214285714285716,2,14,0.23957871187497748
Phoenix,Thunderbird,4.0,1,7,0.0
Scottsdale,SheaBlvdS,3.5,1,14,0.0
Phoenix,13thAve,3.5,1,8,0.0
Phoenix,MayoBlvdBldg4,2.5,1,6,0.0
Tempe,AllAmericanWay,4.5,1,8,0.0
Phoenix,Washington,3.9322033898305087,5,59,0.4735157642270845
Avondale,RanchoSantaFeBlvd,3.9166666666666665,4,132,0.26232257110879975
Peoria,DeerValleyRd,4.044642857142857,8,56,0.5921871213853726
Gilbert,CommerceAve,4.642857142857143,2,14,0.47915742374995496
Mesa,RooseveltRd,1.0,1,3,0.0
Surprise,GreenwayRoad,3.5,1,3,0.0
Phoenix,27Avenue,2.0,1,4,0.0
Scottsdale,MarshallWay,3.528735632183908,8,87,0.5791210236165799
Scottsdale,78thSt,4.0,1,3,0.0
Chandler,DobsonRoad,3.0,4,16,1.403121520040228
Chandler,SundustRd,2.0,1,5,0.0
Phoenix,OsbornRd,3.600418410041841,16,239,0.4930052923027056
Phoenix,CoolidgeSt,5.0,1,3,0.0
Tempe,ArizonaMllsCir,3.5,1,8,0.0
Peoria,67thAve,3.5,1,10,0.0
Phoenix,AnthemWay,4.0,3,16,0.0
Chandler,MetroBoulevard,3.5,1,7,0.0
Phoenix,TatumBoulevard,Ste28,4.0,1,4,0.0
Fountain Hills,SunridgeDr,4.0,1,12,0.0
Phoenix,MountainViewRd,4.5,1,11,0.0
Tempe,BroadwayRdSte101,3.5,1,27,0.0
Scottsdale,87thStreet,3.685185185185185,4,27,0.7594850612744399
Phoenix,ParadiseVillagePkwy,4.0,1,33,0.0
Scottsdale,Scottsdale#102,3.0,1,6,0.0
Scottsdale,McKellipsRd,4.0,1,38,0.0
Glendale,75thAve,4.163793103448276,4,58,0.7033658673839053
Tempe,IkeaWay,4.0,1,175,0.0
Scottsdale,SheaBlvd.,4.0092592592592595,3,216,0.21496642159710924
Phoenix,IndianSchoolRd.,3.8348017621145374,3,227,0.4695816212627278
Youngtown,113thAve,2.6666666666666665,2,9,1.1785113019775793
Maricopa,Highway238,4.0,1,3,0.0
Apache Junction,ApacheTrail,4.3,2,15,0.7483314773547883
Phoenix,AguaFriaFwy,3.6047430830039526,15,253,0.5622312561367042
Phoenix,NorterraDr,5.0,1,5,0.0
Ahwatukee,ChandlerBlvd,4.0,1,76,0.0
Phoenix,SkyHarborCirS,2.6319444444444446,5,72,0.816467048543923
Chandler,GermannRoadApt2150,3.5,1,3,0.0
Phoenix,16thST,4.5,1,10,0.0
Phoenix,CamelbackRdSuite1,2.5,1,3,0.0
Surprise,BullardAve,4.073170731707317,2,41,0.17672410666084679
Phoenix,43rdAve,3.894230769230769,7,208,0.4422031649064199
Phoenix,MayoBlvd,3.992639842983317,30,1019,0.46167634009690667
Phoenix,SkyHarborBlvd,2.9179663131628195,38,1603,0.591034371513187
Chandler,ChandlerBlvd#1116,4.0,1,6,0.0
Glendale,53rdAve,5.0,1,7,0.0
Tempe,WilsonSt,4.0625,2,16,0.7261843774138906
Fountain Hills,PanoramaDr,4.5,1,3,0.0
Surprise,Bullard,4.5,1,8,0.0
Scottsdale,SweetwaterAve,3.5,1,3,0.0
Chandler,PageAve,4.0,1,3,0.0
Chandler,PriceRd,3.8076923076923075,2,13,0.24325212770525995
Casa Grande,PromenadePkwy,3.78,5,25,1.049571341072154
Chandler,Kyrene,4.5,1,3,0.0
Glendale,UnionHillsDrive,3.3125,4,16,1.0439558180306292
Casa Grande,PromenadeParkway,3.5,1,3,0.0
Chandler,ChandlerBlvd,3.5755882352941177,155,3400,0.48841695769851595
Phoenix,Camelback,3.5338983050847457,7,177,0.485941396163778
Phoenix,16thAve,3.5,1,3,0.0
Morristown,CastleHotSpringsRd,4.5,1,16,0.0
Chandler,ElliotRd,3.88659793814433,3,97,0.4948453608247423
Phoenix,16thSt,3.9143145161290325,89,3968,0.435585365636891
Phoenix,GreenwayPkwy,3.4782608695652173,8,92,0.4715437383366057
Scottsdale,3rdAv,3.0,1,5,0.0
Mesa,MainStSteB,3.0,1,4,0.0
Carefree,CaveCreekRd,3.5,1,6,0.0
Glendale,HannaDr,2.8846153846153846,2,26,0.4865042554105199
Chandler,CoronadoStOfc,3.0,1,4,0.0
Chandler,Boston,4.365384615384615,2,78,0.42872109249246065
Chandler,FryeRd,3.5689655172413794,9,261,0.4961870734287213
Maricopa,SmithEnkeRd,3.5454545454545454,2,22,0.9642365197998376
Buckeye,USHighway85,4.0,1,5,0.0
Maricopa,MaricopaCasaGrandeHwy,4.5,1,7,0.0
Phoenix,VanBurenStreetApt1006,2.5,1,3,0.0
Chandler,ArizonaAveSte5,2.5,1,4,0.0
Chandler,ChandlerBlvd.,3.96,4,125,0.23323807579381203
Tempe,ApacheBlvd.,4.0,1,263,0.0
Phoenix,WashingtonSt.,4.375,2,24,0.21650635094610965
Scottsdale,RedfieldRd,4.769230769230769,3,13,0.24925925763107154
Fountain Hills,AveoftheFountains,3.0,1,5,0.0
Tempe,ApacheBoulevard,2.230769230769231,2,13,0.24925925763107154
Phoenix,6thSt,4.5,6,65,0.4019184762342502
Glendale,LitchfieldRd,4.0,1,26,0.0
Morristown,GrandAve,2.5,1,3,0.0
Scottsdale,V¨ªaLinda,4.5,1,6,0.0
Tempe,VeteransWayTempe,4.5,1,11,0.0
Scottsdale,ScottsdaleRoad,3.491596638655462,35,238,0.7777990745204288
Glendale,BethanyHomeRoad,3.5,1,4,0.0
Tempe,LemonSt,3.3529411764705883,2,17,0.47788461203740945
Tempe,WarnerRd,3.822669104204753,40,547,0.4776521324271226
Scottsdale,ottsdaleRd,3.5,2,46,0.0
Phoenix,SahuaroDr,3.5,1,3,0.0
Glendale,67thAvenue,3.25,7,32,0.9519716382329886
Cave Creek,TatumBlvd,3.0476190476190474,4,21,0.5753831415997415
Peoria,LakePleasantRoad,4.0,1,4,0.0
Mesa,ValleyAutoDr,2.5,1,10,0.0
Scottsdale,McDonaldDrive,3.5,3,16,1.14564392373896
Phoenix,HighSt,3.556167400881057,10,454,0.5169329476996739
Phoenix,SouthernAvenue,3.5,1,13,0.0
Scottsdale,6thAve,3.5340501792114694,4,279,0.20237411058771476
Phoenix,83rdAve,3.4204545454545454,4,44,0.48784290758331095
Queen Creek,BellaVistaSt,3.0,1,4,0.0
Tempe,MillAveS,3.0,1,100,0.0
Phoenix,37thSt,4.214285714285714,2,7,0.24743582965269675
Avondale,LowerBuckeyeRd,4.0,1,3,0.0
El Mirage,ThunderbirdRoad,4.5,1,7,0.0
Mesa,DobsonRdSte107,5.0,1,4,0.0
Tempe,AutoDr,4.134146341463414,4,41,0.2215353917632311
Scottsdale,NorthsightBlvd109,1.5,1,3,0.0
Chandler,GalvestonStreet,3.5,1,3,0.0
Phoenix,SquawPeakRd,4.5,1,81,0.0
Scottsdale,70thSt,5.0,1,6,0.0
Scottsdale,ViadeVentura,3.983695652173913,2,92,0.08880507955634888
Tempe,UniversityDr.,3.0,1,58,0.0
Gilbert,SunriseBlvd,2.5,1,3,0.0
Peoria,SurreyAve,3.5,1,3,0.0
Phoenix,HappyValleyRd.,4.340909090909091,2,22,0.23288524468089997
Avondale,WIndianSchoolRd,4.5,1,20,0.0
Chandler,Dobson,3.5,1,3,0.0
Glendale,HappyValleyRoadSuiteA104,3.3,2,15,0.6000000000000001
Tempe,MillAve.,2.5,1,22,0.0
Queen Creek,HorseMesaTrl,4.5,1,6,0.0
Phoenix,7thStreet,3.774834437086093,24,151,0.8151884796518738
Scottsdale,ScottsdaleAve,3.5,1,123,0.0
Scottsdale,ottsdaleMall,3.5555555555555554,2,9,0.4969039949999533
Gilbert,AshSt,4.0,1,26,0.0
Phoenix,VanBurenSt,3.4233716475095783,28,522,0.611879313940519
Glendale,ThunderbirdRoad,3.6315789473684212,6,19,0.886182012656986
Tempe,SouthernAvenue,3.5080645161290325,7,62,0.49588577869816797
Phoenix,TatumBoulevard,Ste.110,3.0,1,4,0.0
Goodyear,TestDrive,3.5,1,4,0.0
Scottsdale,AlmaSchoolPkwy,3.8045112781954886,4,133,0.24398467277575867
Phoenix,4rdSt,3.5,1,4,0.0
Scottsdale,GoldDustAvenue,3.5,1,3,0.0
Scottsdale,Stetson,5.0,1,5,0.0
Mesa,1stSt,4.5,1,4,0.0
Surprise,BELLROAD,2.5,1,7,0.0
Goodyear,ClubhouseDr,2.5,1,3,0.0
Avondale,DysartRdC102,4.0,1,35,0.0
Mesa,GilbertRd,3.8984375,18,128,0.7163257349793807
Mesa,Miller,3.0,1,10,0.0
Mesa,AlmaSchoolRd,3.6745718050065874,41,759,0.5373031224281599
Phoenix,1stDr,2.0,1,12,0.0
Scottsdale,HartfordDr,2.0,1,3,0.0
Chandler,JuniperDr.,2.0,1,4,0.0
Phoenix,SuperiorAvenue,3.5,1,3,0.0
Chandler,WeberDr,5.0,1,3,0.0
Litchfield Park,LitchfeldRd,3.5,1,12,0.0
Phoenix,67thAve,2.5,1,4,0.0
Gilbert,MarketStreet,Suite101,5.0,1,6,0.0
Scottsdale,SahauroDr,4.5,1,12,0.0
Phoenix,HappyValleyRd,Ste1061,4.5,1,16,0.0
Avondale,IndianSchoolRoad,2.0,1,6,0.0
Phoenix,PaloVerdeDr,5.0,1,3,0.0
Mesa,HawesRd,5.0,2,34,0.0
Gilbert,AthertonBlvd,3.5,2,8,0.0
Phoenix,40thSt,4.013621794871795,31,1872,0.389774921511779
Scottsdale,GraniteReef,5.0,1,3,0.0
Tolleson,VanBurenStreet,3.642857142857143,2,21,0.6388765649999399
Tempe,McClintockDr,Ste8,5.0,1,6,0.0
Queen Creek,CombsRd,3.9285714285714284,3,28,0.1749635530559413
Queen Creek,QueenCreekRd,4.1,2,15,0.2
Tempe,RioSaladoPkwy,3.4630801687763713,53,1896,0.5463320402596918
Mesa,CountryDr,4.0,1,16,0.0
Phoenix,WashingtonSt,3.656702025072324,40,1037,0.5372219703663542
Goldfield,MammothMineRd,3.5,1,53,0.0
Phoenix,CentralAveSte107,2.5,1,12,0.0
Scottsdale,1stAve,3.8872135102533174,14,829,0.45774986349048213
Phoenix,ThomasRoad,3.4097560975609755,18,205,0.6191279776481775
Scottsdale,84thSt,5.0,2,8,0.0
Scottsdale,66thSt,4.25,2,6,0.75
Phoenix,7thSt,3.8830635969911103,113,4387,0.4464768817525343
Tempe,RockyPointRd,5.0,1,3,0.0
Surprise,GrandAvenue,2.8333333333333335,3,9,0.23570226039551584
Glendale,59thDr,4.8125,2,8,0.24206145913796356
Phoenix,32ndStSte208,4.0,1,8,0.0
