RecommendationId,Stars
332,3.6228807
333,4.57
334,3.766723
335,4.02632
336,3.14655
337,3.86
338,3.23
339,3.35171
340,4.08
341,3.0
342,3.49
343,3.9117904
344,4.58658
345,4.2
346,1.71
347,3.8230176
348,3.8922737
349,3.8996449
350,3.22463
351,4.16
352,4.616667
353,3.70053
354,4.58891
355,3.5230105
356,4.0735407
357,3.12
358,3.75
359,3.3102367
360,3.98554
361,3.766723
362,3.29
363,4.02641
364,4.58891
365,3.02124
366,3.766723
367,3.73
368,3.7887876
369,3.08842
370,3.53
371,3.73299
372,3.84394
373,4.31
374,3.68
375,3.766723
376,3.36783
377,4.29665
378,3.62
379,3.85177
380,3.8955867
381,2.34103
382,4.20973
383,5.0
384,4.07625
385,3.26
386,3.9042726
387,3.52323
388,3.6127245
389,3.14655
390,3.7699552
391,3.53235
392,4.41385
393,3.58891
394,2.33
395,3.83085
396,4.61699
397,4.74608
398,3.8507886
399,3.0427685
400,3.1684735
401,3.83728
402,3.8959613
403,3.624085
404,3.766723
405,4.6
406,3.1526
407,4.29701
408,4.0
409,3.871847
410,3.5
411,3.6
412,3.51948
413,2.42
414,4.0
415,3.12008
416,3.613358
417,4.06407
418,4.29961
419,3.919341
420,3.80377
421,3.94479
422,3.9023342
423,3.8845727
424,3.52482
425,4.15
426,3.7358959
427,3.25557
428,3.74
429,3.91295
430,4.28299
431,3.766723
432,3.9036133
433,3.33
434,3.3
435,3.41
436,4.29908
437,3.5816965
438,3.36112
439,3.38
440,3.8305473
441,3.71439
442,4.1959267
443,4.12
444,4.14
445,3.62124
446,3.7493398
447,3.6075463
448,3.8845727
449,3.07477
450,4.2928414
451,3.7887876
452,3.84754
453,4.48929
454,4.65
455,4.0889845
456,3.6268816
457,3.766723
458,3.57937
459,3.29686
460,3.12499
461,3.94
462,3.675618
463,4.08
464,3.32
465,3.75928
466,3.68753
467,3.63053
468,3.70951
469,3.36
470,3.68
471,3.63
472,3.53
473,3.8924
474,4.192063
475,3.66532
476,3.36357
477,4.28001
478,3.2592905
479,3.54764
480,3.63
481,3.74
482,3.1375
483,3.7246137
484,3.59
485,3.8920135
486,4.05196
487,4.4
488,3.03089
489,3.67
490,3.69
491,4.00211
492,4.75
493,3.9128091
494,4.0745
495,4.3
496,3.96
497,3.82308
498,4.37347
499,2.0
500,4.3054
501,3.91091
502,3.675618
503,3.52494
504,3.6903296
505,3.766723
506,3.45
507,3.766723
508,3.835812
509,3.0521
510,3.82061
511,4.2072887
512,2.54704
513,2.96282
514,3.766723
515,3.6357527
516,3.97
517,3.8543892
518,3.6224613
519,3.72328
520,3.766723
521,3.90694
522,3.84
523,3.92224
524,3.77
525,3.25
526,5.0
527,3.21832
528,3.6004152
529,4.1815753
530,3.32631
531,4.37565
532,4.189756
533,3.6090946
534,5.0
535,3.91
536,4.12468
537,4.39887
538,3.667882
539,3.15478
540,4.11531
541,3.56
542,4.09269
543,3.8700175
544,3.84315
545,4.46472
546,4.69922
547,3.73
548,3.59087
549,3.766723
550,3.624085
551,3.901832
552,4.09032
553,4.58
554,4.232004
555,4.03
556,5.0
557,4.44
558,3.606471
559,3.19892
560,3.8
561,3.99993
562,4.7866
563,3.58
564,3.48
565,4.0889845
566,4.0735407
567,3.61952
568,3.77
569,3.639805
570,3.43441
571,4.13847
572,3.70593
573,2.90901
574,3.60714
575,3.73
576,3.66776
577,4.15955
578,3.39
579,4.31
580,3.31145
581,3.74645
582,4.35
583,4.08
584,3.1382287
585,3.75
586,3.98227
587,3.766723
588,3.51111
589,3.4039154
590,3.7257
591,4.1959267
592,4.0309725
593,4.214754
594,3.8600338
595,4.37
596,4.23698
597,3.38
598,3.766723
599,3.69
600,3.18217
601,3.94
602,3.15
603,3.78
604,3.607175
605,3.2906837
606,3.7358959
607,3.58383
608,3.766723
609,4.02
610,3.31718
611,3.87
612,3.79
613,4.0
614,3.65
615,4.1305437
616,4.25
617,3.64124
618,4.28415
619,3.56274
620,3.3358617
621,3.913658
622,3.2
623,4.12236
624,4.02407
625,3.9436781
626,3.6123612
627,4.16
628,3.8
629,4.25193
630,3.76
631,3.38457
632,3.9155698
633,4.2111564
634,3.89007
635,3.7358959
636,3.6
637,3.6
638,3.47
639,4.08
640,4.68965
641,3.766723
642,3.82
643,3.8963232
644,3.766723
645,2.66142
646,4.31412
647,3.49
648,3.8992505
649,3.85029
650,3.8941422
651,3.2
652,4.11
653,3.95
654,3.44
655,3.9061356
656,4.27185
657,3.9117243
658,4.1587353
659,3.56995
660,3.6299067
661,4.225258
662,3.88285
663,4.08
664,3.97227
665,4.27478
666,3.50578
667,3.766723
668,3.4610357
669,4.64
670,4.38612
671,2.92224
672,3.274204
673,3.84
674,3.44262
675,4.64293
676,4.4
677,3.55
678,4.49696
679,3.7358959
680,3.72
681,3.79
682,3.72
683,4.1778045
684,3.8909094
685,3.86
686,3.82
687,3.7358959
688,3.86
689,3.7358959
690,3.59028
691,4.2
692,3.7887876
693,3.83
694,3.6551206
695,2.5
696,3.86
697,3.6439798
698,3.633133
699,3.86
700,3.37
701,3.92
702,4.1428595
703,4.58891
704,3.9648342
705,4.0643387
706,3.8976579
707,3.0
708,4.0
709,3.52
710,4.49916
711,3.86368
712,5.0
713,5.0
714,3.86
715,3.98
716,2.46042
717,3.905873
718,4.29
719,3.762037
720,4.0418
721,4.31
722,4.248089
723,3.43
724,3.840873
725,3.9028113
726,3.15802
727,3.28
728,3.65399
729,3.6088343
730,3.766723
731,3.6143098
732,3.28
733,3.9022357
734,3.9597654
735,3.95
736,3.5
737,3.9031763
738,3.07
739,3.42
740,3.9091187
741,4.37
742,3.81253
743,3.5985744
744,3.931511
745,3.870599
746,3.68
747,3.47126
748,1.57
749,4.42428
750,4.09147
751,4.02848
752,3.84615
753,3.45698
754,4.23851
755,3.80057
756,4.29162
757,3.8507886
758,4.0735407
759,2.52776
760,4.48553
761,3.30796
762,3.59
763,3.76
764,3.98056
765,4.06799
766,3.97734
767,2.33333
768,3.66667
769,4.57
770,3.6551206
771,3.45
772,3.5
773,2.91
774,3.8623135
775,3.8930202
776,3.3670323
777,3.83
778,3.12
779,3.8692439
780,3.8920135
781,3.0
782,4.05
783,4.58891
784,3.5471225
785,3.931511
786,4.0643387
787,4.1346
788,3.3658667
789,4.62
790,4.24
791,3.766723
792,4.0
793,3.38106
794,4.26533
795,4.02219
796,3.8957758
797,3.9
798,3.702357
799,3.74
800,4.42873
801,3.8019
802,3.74558
803,4.20473
804,3.71
805,3.52
806,4.225258
807,3.32761
808,4.00652
809,4.205553
810,3.83311
811,3.82
812,3.8485618
813,4.211118
814,3.7358959
815,3.3640792
816,4.79379
817,3.76086
818,4.14446
819,3.7358959
820,4.248089
821,2.82496
822,4.159721
823,4.22
824,3.6082509
825,3.61765
826,2.90188
827,3.866135
828,3.5
829,3.79
830,3.95617
831,4.0863
832,4.37214
833,3.6082509
834,3.6903296
835,4.5
836,4.19
837,3.75
838,4.28302
839,3.52
840,4.40726
841,4.18
842,4.2
843,3.8968437
844,4.5
845,3.81
846,3.9146523
847,3.87008
848,3.97223
849,3.881881
850,3.49392
851,3.8335369
852,3.75756
853,4.34481
854,3.73705
855,3.82308
856,4.45333
857,3.6706045
858,2.64638
859,3.52919
860,4.189756
861,4.03
862,3.6095436
863,3.28
864,3.6191673
865,3.766723
866,3.44
867,3.89495
868,3.35592
869,3.766723
870,4.46753
871,3.766723
872,3.6
873,4.0171895
874,3.9
875,3.87
876,3.6997857
877,4.1587353
878,3.43
879,4.02
880,4.3647
881,3.5471225
882,4.227766
883,3.59
884,3.95258
885,3.72
886,3.50113
887,3.52036
888,3.61465
889,3.8900065
890,4.1130357
891,3.82706
892,4.25557
893,5.0
894,3.28479
895,3.766723
896,3.84
897,4.0971665
898,3.78
899,3.875076
900,3.8896894
901,3.766723
902,3.22
903,3.6090071
904,4.08801
905,3.7642198
906,4.50793
907,3.17
908,3.6096356
909,3.9685378
910,3.72
911,3.0
912,3.53
913,3.25
914,4.08
915,3.88
916,3.73645
917,3.28
918,3.95874
919,3.79912
920,4.67
921,3.6495032
922,4.5
923,3.9174645
924,3.89
925,3.3923376
926,4.0643387
927,3.67
928,4.150093
929,3.66667
930,3.65301
931,4.12217
932,3.24414
933,3.976744
934,3.74
935,4.01671
936,4.07514
937,3.52114
938,3.69
939,3.9044304
940,2.86913
941,4.25972
942,3.117501
943,3.7743943
944,3.7358959
945,3.92308
946,3.72414
947,3.56796
948,3.9126632
949,3.05
950,3.66304
951,3.764654
952,3.64
953,4.1199512
954,3.14
955,3.67
956,4.03
957,4.44443
958,3.26
959,3.818623
960,4.29
961,3.27725
962,3.99
963,3.7493398
964,4.24617
965,4.1976547
966,3.69442
967,4.19719
968,3.894209
969,3.58
970,4.14395
971,3.61
972,3.75629
973,4.29918
974,4.09091
975,3.67785
976,3.23828
977,3.67
978,4.1130357
979,4.4769473
980,3.00896
981,4.75
982,4.03573
983,3.81884
984,3.9143713
985,3.9087443
986,4.65219
987,3.7358959
988,4.150093
989,3.47227
990,3.35
991,3.8032348
992,3.63521
993,3.71
994,3.766723
995,3.702357
996,3.6551206
997,3.55
998,3.34032
999,3.75
1000,3.3694713
1001,3.86
1002,4.08519
1003,3.33
1004,3.871847
1005,3.16
1006,4.02
1007,3.87219
1008,4.27737
1009,3.6407547
1010,3.67
1011,3.8867977
1012,3.452541
1013,4.67
1014,3.75
1015,3.67332
1016,3.97
1017,2.68
1018,3.75
1019,4.1894116
1020,4.1199512
1021,3.9158068
1022,3.4039154
1023,3.74982
1024,3.766723
1025,3.6428347
1026,3.93514
1027,3.68
1028,3.8875875
1029,3.7699552
1030,3.5
1031,3.59303
1032,3.766723
1033,3.92142
1034,3.37
1035,3.29324
1036,3.81
1037,3.6144526
1038,3.766723
1039,4.05
1040,3.5187
1041,4.17
1042,3.41087
1043,3.766723
1044,4.04026
1045,2.87945
1046,3.913684
1047,2.57796
1048,4.31982
1049,3.702357
1050,3.8951988
1051,4.4634147
1052,3.71429
1053,3.78
1054,4.09827
1055,3.71
1056,3.9084523
1057,4.0
1058,4.27039
1059,2.96
1060,4.21318
1061,2.33
1062,4.01387
1063,3.87
1064,3.93242
1065,3.8600338
1066,3.44
1067,3.620524
1068,3.62
1069,4.118113
1070,4.44
1071,4.4
1072,3.9
1073,3.80948
1074,3.6325436
1075,3.57
1076,3.67
1077,3.71577
1078,4.58891
1079,4.1
1080,3.14
1081,4.1705704
1082,4.2877
1083,3.7887876
1084,3.44799
1085,3.6482
1086,3.67
1087,3.766723
1088,3.9051082
1089,4.2267323
1090,4.37822
1091,3.3682332
1092,3.8427
1093,3.8968437
1094,3.68
1095,3.44043
1096,3.9002693
1097,2.55
1098,3.78
1099,3.56
1100,3.6132286
1101,3.29569
1102,3.33
1103,3.54725
1104,4.04843
1105,3.43
1106,3.9
1107,3.766723
1108,3.9039488
1109,4.33967
1110,3.9998043
1111,3.630397
1112,3.83
1113,3.59881
1114,3.85
1115,3.65981
1116,5.0
1117,3.76
1118,3.6880317
1119,3.7320266
1120,3.766723
1121,2.33
1122,4.09
1123,3.78984
1124,4.68994
1125,3.85
1126,3.43184
1127,4.33
1128,3.8230176
1129,3.7484534
1130,3.9039488
1131,3.28182
1132,3.84
1133,3.43818
1134,3.01954
1135,3.766723
1136,4.15522
1137,3.46
1138,3.90783
1139,3.3340466
1140,4.51272
1141,3.8973398
1142,3.523
1143,4.40386
1144,3.9
1145,3.08696
1146,4.67
1147,4.14326
1148,3.16
1149,3.43
1150,4.10732
1151,4.64
1152,3.26858
1153,3.9045854
1154,3.62162
1155,3.615824
1156,4.1
1157,3.8
1158,3.9124842
1159,3.8
1160,4.21
1161,3.34
1162,3.79
1163,3.86
1164,3.39364
1165,4.0666666
1166,3.42
1167,3.6089203
1168,3.41429
1169,3.8463213
1170,4.2184424
1171,3.85714
1172,3.6574273
1173,3.7010555
1174,3.9158068
1175,3.41071
1176,3.22
1177,4.2
1178,4.32232
1179,4.38726
1180,3.59
1181,2.75
1182,3.6257637
1183,3.906998
1184,4.03459
1185,4.248089
1186,3.9
1187,3.54
1188,2.72736
1189,3.98
1190,3.61866
1191,3.6945593
1192,3.5894
1193,3.766723
1194,3.7246137
1195,3.8182
1196,3.89
1197,2.64761
1198,1.44
1199,3.9832
1200,2.74896
1201,2.92116
1202,3.5
1203,4.25193
1204,3.7881143
1205,3.09769
1206,4.165204
1207,3.7358959
1208,4.37278
1209,3.766723
1210,3.11
1211,3.54
1212,3.766723
1213,3.68
1214,3.95274
1215,3.6299067
1216,3.7976341
1217,3.6225963
1218,3.766723
1219,3.8574243
1220,4.66315
1221,3.8970118
1222,3.58622
1223,3.92986
1224,3.54233
1225,3.9589405
1226,4.150093
1227,2.44
1228,3.766723
1229,4.0
1230,4.0735407
1231,4.22
1232,3.352416
1233,5.0
1234,3.7976341
1235,3.66
1236,4.50533
1237,3.35321
1238,3.6170154
1239,3.83334
1240,3.43
1241,4.1199512
1242,3.99461
1243,2.98
1244,3.2743
1245,4.46183
1246,4.0576
1247,2.77
1248,3.8832843
1249,3.52928
1250,3.87
1251,3.7246137
1252,3.894209
1253,3.8335369
1254,5.0
1255,3.46682
1256,4.0
1257,4.2
1258,4.1199512
1259,3.6056871
1260,3.9159606
1261,5.0
1262,3.8600338
1263,3.8855102
1264,3.55
1265,3.68
1266,3.18
1267,4.02352
1268,4.2827506
1269,3.61387
1270,4.37
1271,4.1837254
1272,4.0643387
1273,3.08
1274,3.675618
1275,2.92
1276,3.8934915
1277,3.27
1278,3.69
1279,3.41
1280,3.04545
1281,3.56
1282,3.91427
1283,3.44213
1284,3.6563816
1285,3.68656
1286,4.05
1287,4.12
1288,3.28696
1289,3.55851
1290,3.766723
1291,3.67
1292,3.766723
1293,4.17915
1294,3.4785857
1295,3.2
1296,4.06
1297,3.9135535
1298,3.8973398
1299,3.47227
1300,3.29
1301,3.27
1302,4.118113
1303,4.3
1304,3.9155698
1305,3.9031763
1306,4.62807
1307,3.8777258
1308,3.25557
1309,4.2226205
1310,3.766723
1311,4.8
1312,3.21049
1313,3.9070563
1314,3.99015
1315,4.0171895
1316,4.5
1317,4.81
1318,4.36489
1319,3.07011
1320,3.8953946
1321,4.5774
1322,3.3576128
1323,3.9072864
1324,3.2588
1325,4.3491764
1326,3.26
1327,3.623469
1328,3.4459107
1329,3.871847
1330,3.52
1331,3.9575255
1332,3.81
1333,4.05361
1334,3.8875875
1335,3.7358959
1336,3.9
1337,4.13
1338,3.7320266
1339,4.54571
1340,3.42899
1341,2.77772
1342,3.696892
1343,3.67059
1344,4.25
1345,3.29288
1346,3.75
1347,4.46125
1348,3.67
1349,4.25
1350,3.73
1351,4.40995
1352,3.6
1353,3.9123127
1354,4.07481
1355,2.72492
1356,3.766723
1357,3.82617
1358,3.8830247
1359,3.9485667
1360,3.07947
1361,3.8973398
1362,3.62
1363,2.88
1364,3.89615
1365,3.64
1366,3.74
1367,3.53689
1368,4.17885
1369,4.57
1370,3.85
1371,4.00211
1372,3.818623
1373,3.6048448
1374,3.816756
1375,4.1792707
1376,3.69
1377,3.920559
1378,3.8
1379,3.8768952
1380,3.63785
1381,3.68
1382,3.74
1383,4.17
1384,3.8600338
1385,4.40526
1386,3.8945892
1387,4.58382
1388,3.58543
1389,3.89
1390,3.421207
1391,3.766723
1392,3.48628
1393,3.45
1394,4.51464
1395,4.0497313
1396,3.97562
1397,4.25
1398,3.89
1399,3.45
1400,4.55263
1401,3.67796
1402,3.9089336
1403,2.67
1404,4.45415
1405,4.04397
1406,4.71
1407,3.71053
1408,3.8049
1409,3.84353
1410,3.766723
1411,3.4785857
1412,3.89461
1413,3.9159606
1414,3.5048323
1415,3.01
1416,4.5
1417,3.0
1418,1.0
1419,4.11
1420,4.5
1421,3.54634
1422,3.6040697
1423,3.74
1424,3.6337466
1425,3.54
1426,1.90909
1427,3.22967
1428,3.8930202
1429,4.5
1430,3.53
1431,3.8812702
1432,4.1833067
1433,2.86636
1434,3.9030862
1435,4.08726
1436,4.27706
1437,4.03
1438,4.03
1439,4.58891
1440,3.76
1441,5.0
1442,3.81
1443,3.88364
1444,3.55902
1445,3.85954
1446,3.49
1447,3.63
1448,3.32003
1449,4.0
1450,3.97227
1451,4.8
1452,4.14699
1453,3.58148
1454,3.6179461
1455,3.9070563
1456,3.605317
1457,4.220898
1458,4.33333
1459,3.97868
1460,3.39673
1461,3.2197146
1462,4.36083
1463,4.0971665
1464,3.0
1465,4.060034
1466,3.918893
1467,3.3640792
1468,3.8903153
1469,4.29245
1470,4.0
1471,2.78
1472,3.6364841
1473,3.766723
1474,2.5
1475,3.766723
1476,3.6511962
1477,4.32861
1478,4.12
1479,4.07884
1480,3.897177
1481,3.92232
1482,2.0357
1483,4.25557
1484,3.6337466
1485,3.69
1486,4.26211
1487,4.29
1488,3.3340466
1489,3.0
1490,2.99628
1491,3.87
1492,3.84
1493,4.02854
1494,4.197021
1495,4.17314
1496,4.52542
1497,3.9056025
1498,3.85
1499,3.7358959
1500,3.390235
1501,3.762037
1502,4.22
1503,3.5048323
1504,3.02
1505,3.766723
1506,3.9003894
1507,3.51569
1508,3.617754
1509,3.66
1510,3.766723
1511,3.62
1512,3.63626
1513,4.00704
1514,3.8927767
1515,3.9060707
1516,3.766723
1517,3.75
1518,3.61
1519,4.150093
1520,3.4174123
1521,3.6511962
1522,3.28995
1523,3.766723
1524,4.06
1525,3.764654
1526,3.8
1527,3.7002
1528,4.06
1529,3.56727
1530,4.09
1531,3.6009703
1532,3.6364841
1533,4.14
1534,4.66356
1535,4.24
1536,3.24407
1537,3.17
1538,4.11
1539,3.7010555
1540,3.759928
1541,3.84768
1542,2.85279
1543,4.33
1544,3.88988
1545,3.09
1546,4.1199512
1547,3.66059
1548,3.7246137
1549,4.04
1550,4.54498
1551,2.72372
1552,3.38
1553,4.42581
1554,3.42902
1555,4.774194
1556,3.766723
1557,3.85198
1558,5.0
1559,4.20938
1560,3.0
1561,3.47227
1562,3.6148918
1563,3.75
1564,3.7246137
1565,4.86121
1566,4.67681
1567,4.33
1568,4.235165
1569,4.18
1570,3.5625
1571,4.17
1572,3.38835
1573,4.34
1574,4.14819
1575,3.7881143
1576,3.9009697
1577,4.42
1578,3.79
1579,2.84913
1580,4.2265553
1581,3.617754
1582,3.87109
1583,3.8917472
1584,3.73299
1585,4.04151
1586,4.09
1587,3.74
1588,3.58248
1589,3.45
1590,3.615505
1591,3.9705288
1592,3.8903153
1593,3.624085
1594,3.9764
1595,3.97
1596,4.29
1597,3.0
1598,3.68
1599,3.88505
1600,3.766723
1601,3.55
1602,4.25557
1603,4.24
1604,3.6600337
1605,4.265358
1606,3.54
1607,3.7699552
1608,4.43
1609,4.5
1610,3.40102
1611,3.766723
1612,3.89
1613,3.44405
1614,4.03
1615,3.5
1616,4.63944
1617,3.4904206
1618,3.8730013
1619,3.7484534
1620,4.15798
1621,3.9122388
1622,4.33
1623,4.03
1624,4.0
1625,2.6
1626,4.4
1627,4.148978
1628,4.04477
1629,3.56
1630,3.95
1631,3.74518
1632,1.92224
1633,4.37837
1634,3.67
1635,4.0
1636,3.24
1637,3.55359
1638,3.63
1639,3.8463213
1640,3.99
1641,3.3485801
1642,3.6126022
1643,3.9106972
1644,3.9042726
1645,3.7849839
1646,3.58
1647,3.68418
1648,3.7127
1649,3.8840768
1650,3.17644
1651,3.3863075
1652,4.187975
1653,3.6551206
1654,3.72
1655,3.66
1656,3.713496
1657,4.49416
1658,4.14504
1659,4.0
1660,3.58
1661,3.17
1662,3.39
1663,3.620524
1664,3.71454
1665,3.4039154
1666,4.76296
1667,4.41004
1668,3.83465
1669,3.906264
1670,3.6143098
1671,3.9685378
1672,3.7246137
1673,3.43927
1674,3.8973398
1675,3.6196032
1676,3.77
1677,4.23866
1678,4.1942053
1679,3.619827
1680,3.83
1681,3.78625
1682,3.7
1683,4.2928414
1684,3.58
1685,2.81
1686,4.7352943
1687,4.2
1688,3.86
1689,3.8955867
1690,4.11
1691,3.69838
1692,3.9146523
1693,4.6
1694,3.57
1695,3.64
1696,3.91
1697,4.00489
1698,3.7484534
1699,3.77
1700,4.06
1701,3.97
1702,3.918893
1703,4.68603
1704,3.92
1705,3.63
1706,4.173541
1707,3.9117243
1708,4.50672
1709,3.98902
1710,4.1637
1711,4.74274
1712,3.4002
1713,3.9
1714,4.235165
1715,3.8979664
1716,3.39191
1717,4.0
1718,3.7246137
1719,4.0
1720,4.18
1721,4.4
1722,4.0171895
1723,4.44262
1724,3.7699552
1725,3.3102367
1726,4.78158
1727,3.65636
1728,3.92146
1729,3.77
1730,3.97519
1731,4.15618
1732,4.16
1733,3.9
1734,5.0
1735,3.702357
1736,2.64857
1737,4.37677
1738,3.9105446
1739,4.32895
1740,3.74
1741,2.65
1742,3.7976341
1743,4.13
1744,3.89718
1745,3.75
1746,3.8879642
1747,3.79
1748,3.766723
1749,4.1685996
1750,3.9998043
1751,3.766723
1752,4.1841383
1753,3.738927
1754,4.11345
1755,2.18
1756,3.79576
1757,4.188355
1758,3.27295
1759,3.52685
1760,3.8543892
1761,3.58
1762,3.766723
1763,2.85
1764,3.766723
1765,4.29
1766,4.265358
1767,4.05517
1768,3.53152
1769,4.09118
1770,4.4
1771,4.25557
1772,3.62
1773,3.26727
1774,3.85
1775,3.38957
1776,4.211118
1777,3.54352
1778,3.645207
1779,4.1199512
1780,4.08
1781,4.42864
1782,4.10023
1783,3.73
1784,3.606817
1785,3.6189551
1786,4.03
1787,4.60358
1788,3.61
1789,4.1267877
1790,4.1401157
1791,3.9032652
1792,4.16
1793,3.82
1794,3.80926
1795,3.64599
1796,4.192691
1797,3.9031763
1798,4.27345
1799,4.05413
1800,4.13129
1801,4.05
1802,4.0171895
1803,4.05154
1804,3.53122
1805,3.54
1806,1.8
1807,2.94495
1808,3.78994
1809,3.86
1810,3.766723
1811,4.0
1812,3.8692439
1813,4.2074747
1814,3.81
1815,3.8911955
1816,3.9158068
1817,4.202396
1818,3.4600337
1819,4.55
1820,3.92
1821,3.27928
1822,3.25
1823,4.4
1824,4.55153
1825,3.79615
1826,4.49638
1827,3.09
1828,3.22596
1829,4.30714
1830,2.6364
1831,2.9
1832,2.5
1833,4.23826
1834,3.61827
1835,3.9156013
1836,3.6945593
1837,3.05
1838,4.56
1839,3.64857
1840,3.68
1841,3.8
1842,3.608664
1843,3.8032348
1844,3.8835614
1845,3.766723
1846,3.50865
1847,3.7246137
1848,4.14
1849,4.31602
1850,3.8600338
1851,3.83
1852,3.9087443
1853,3.94263
1854,2.83
1855,2.89
1856,4.15522
1857,3.9436781
1858,3.766723
1859,3.9
1860,4.4
1861,3.20958
1862,4.157088
1863,4.12
1864,3.90862
1865,3.766723
1866,4.09996
1867,3.3403752
1868,4.30238
1869,4.20344
1870,4.03782
1871,3.95
1872,3.35368
1873,3.7154047
1874,4.30407
1875,3.88666
1876,4.124777
1877,3.7001648
1878,3.910735
1879,3.65
1880,4.0643387
1881,4.43
1882,3.5985744
1883,4.0
1884,3.74
1885,3.73802
1886,3.25557
1887,4.58891
1888,3.9072864
1889,3.0189548
1890,5.0
1891,3.421207
1892,3.3138573
1893,4.28439
1894,3.6148918
1895,3.24717
1896,3.8945892
